Indicator,Year,Full Name,FIPS,Population,All Prev Cases,All Prev Rates,F Prev Cases,F Prev Rates,M Prev Cases,M Prev Rates,13-24 Prev Cases,13-24 Prev Rates,25-34 Prev Cases,25-34 Prev Rates,35-44 Prev Cases,35-44 Prev Rates,45-54 Prev Cases,45-54 Prev Rates,55+ Prev Cases,55+ Prev Rates,AI_AN Prev Cases,AI_AN Prev Rates,Asian Prev Cases,Asian Prev Rates,Black Prev Cases,Black Prev Rates,Latino Prev Cases,Latino Prev Rates,Multi Prev Cases,Multi Prev Rates,NH_OPI Prev Cases,NH_OPI Prev Rates,White Prev Cases,White Prev Rates,M2F Prev Cases,ID Prev Cases,M2M Prev Cases,M2MID Prev Cases,O Prev Cases
HIV prevalence,2009,Jewell County KS,20089.0,2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2008,Jewell County KS,20089.0,2766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2017,Jim Hogg County TX,48247.0,4093,5,122.2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0
HIV prevalence,2016,Jim Hogg County TX,48247.0,4086,5,122.4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0
HIV prevalence,2015,Jim Hogg County TX,48247.0,4117,5,121.4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0
HIV prevalence,2014,Jim Hogg County TX,48247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Jim Hogg County TX,48247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Jim Hogg County TX,48247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Jim Hogg County TX,48247.0,4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2010,Jim Hogg County TX,48247.0,4156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2009,Jim Hogg County TX,48247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Jim Hogg County TX,48247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Jim Wells County TX,48249.0,32582,31,95.1,6,36.1,25,156.6,,,,,10,207.5,13,281.8,6,55.5,,,0,0,,,21,81.3,,,,,7,113.1,6,,20,,
HIV prevalence,2016,Jim Wells County TX,48249.0,32704,27,82.6,,,,,,,,,10,207.9,10,212.8,,,,,0,0,,,21,81.1,,,,,,,,,19,,
HIV prevalence,2015,Jim Wells County TX,48249.0,32912,26,79,5,29.6,21,131.1,,,,,7,144.3,10,209.6,,,,,0,0,,,22,84.6,,,,,,,,,17,,
HIV prevalence,2014,Jim Wells County TX,48249.0,32934,24,72.9,6,35.5,18,112.2,,,,,7,146.6,9,183.8,,,,,0,0,0,0,20,77.1,,,,,,,5,,15,,
HIV prevalence,2013,Jim Wells County TX,48249.0,33008,24,72.7,6,35.4,18,112,,,,,7,145.7,9,178.5,,,,,0,0,0,0,17,65.6,,,,,,,,,14,,
HIV prevalence,2012,Jim Wells County TX,48249.0,33037,20,60.5,5,29.6,15,93.1,,,,,6,124.6,10,191.1,,,,,0,0,0,0,14,54.2,,,,,,,,,11,,
HIV prevalence,2011,Jim Wells County TX,48249.0,32674,22,67.3,,,,,,,,,8,168.2,8,148.6,,,,,0,0,0,0,14,55.1,,,,,5,73.2,,,14,,
HIV prevalence,2010,Jim Wells County TX,48249.0,32410,20,61.7,5,30,15,95.4,,,,,9,186.2,,,,,,,0,0,0,0,15,59.7,,,,,5,72.7,,,12,,
HIV prevalence,2009,Jim Wells County TX,48249.0,32226,16,49.6,5,29.8,11,71.2,,,,,7,146.4,,,,,,,0,0,,,12,49.2,,,,,,,6,,7,,
HIV prevalence,2008,Jim Wells County TX,48249.0,32166,15,46.6,,,,,,,,,5,101.9,,,0,0,,,0,0,,,11,45.3,,,,,,,5,,7,,
HIV prevalence,2017,Jo Daviess County IL,17085.0,18696,10,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Jo Daviess County IL,17085.0,18945,10,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Jo Daviess County IL,17085.0,19124,11,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Jo Daviess County IL,17085.0,19323,9,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Jo Daviess County IL,17085.0,19323,10,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Jo Daviess County IL,17085.0,19387,11,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Jo Daviess County IL,17085.0,19406,11,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Jo Daviess County IL,17085.0,19374,8,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Jo Daviess County IL,17085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Jo Daviess County IL,17085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Johnson County TX,48251.0,132791,229,172.5,55,82,174,264.6,7,26.4,36,172.2,51,244.9,70,317.9,65,152.8,0,0,0,0,36,896.3,50,200.2,10,669.5,0,0,133,132.8,59,37,116,,
HIV prevalence,2015,Johnson County TX,48251.0,129868,219,168.6,55,83.8,164,255.2,9,34.4,29,143.3,53,258.5,65,297.5,63,153.3,0,0,0,0,27,733.9,55,231.5,9,635.6,0,0,128,129.4,55,41,105,,
HIV prevalence,2014,Johnson County TX,48251.0,127580,205,160.7,55,85.5,150,237.1,11,42.4,24,121,51,251.7,59,268.7,60,151.5,0,0,0,0,31,889.2,42,185.1,10,713.7,0,0,122,124.5,54,41,90,15,5
HIV prevalence,2013,Johnson County TX,48251.0,125602,193,153.7,54,85.2,139,223.3,6,23.5,23,118.4,53,262.8,60,272.5,51,132.6,0,0,0,0,23,679.8,43,198,8,592.6,0,0,119,122.5,50,38,82,18,5
HIV prevalence,2012,Johnson County TX,48251.0,124274,175,140.8,42,67.1,133,215.5,7,27.8,23,120.1,46,227,52,232.2,47,126.2,0,0,,,20,604.9,33,157.3,5,380.3,,,116,119.9,41,35,77,16,6
HIV prevalence,2011,Johnson County TX,48251.0,122899,168,136.7,39,63.1,129,211.3,7,28.2,28,146.7,42,206,48,213.4,43,119,0,0,,,14,441.3,37,182.5,,,0,0,112,116.3,39,36,73,15,5
HIV prevalence,2010,Johnson County TX,48251.0,121854,182,149.4,45,73.4,137,226.1,5,20.3,31,163,53,257.3,54,239,39,111.5,0,0,,,25,801.1,36,183.7,,,0,0,118,122.7,39,42,78,,
HIV prevalence,2009,Johnson County TX,48251.0,126465,122,96.5,34,53.8,88,139.1,,,17,82.1,36,164.1,38,162.8,,,0,0,,,19,415.2,22,116.4,0,0,,,80,80.1,28,29,50,,
HIV prevalence,2008,Johnson County TX,48251.0,123945,123,99.2,33,53.2,90,145.3,6,23.6,17,84.6,37,168,38,164.3,25,75.2,0,0,,,18,410.5,21,116.5,0,0,,,83,84.2,27,29,51,,
HIV prevalence,2017,Johnson County TN,47091.0,15570,19,122,,,,,,,,,5,227.2,,,,,,,,,,,,,,,,,15,101.9,,,12,0,
HIV prevalence,2016,Johnson County TN,47091.0,15641,19,121.5,,,,,,,,,6,263.7,,,5,78.1,,,,,,,0,0,0,0,,,16,108,,,12,0,
HIV prevalence,2015,Johnson County TN,47091.0,15691,29,184.8,,,,,,,,,8,346.3,9,337.2,8,126.2,,,,,9,2343.4,,,0,0,,,19,127.8,,5,18,,
HIV prevalence,2014,Johnson County TN,47091.0,15742,26,165.2,,,,,,,,,8,338.1,10,372.4,5,80.3,,,,,9,2352.9,,,0,0,,,16,107.2,,,14,,
HIV prevalence,2013,Johnson County TN,47091.0,15774,27,171.2,,,,,,,,,9,365.1,12,444.1,,,,,,,8,2088.4,,,0,0,,,18,120.2,5,,13,,
HIV prevalence,2012,Johnson County TN,47091.0,15882,24,151.1,,,,,,,,,7,279.4,10,365.4,,,,,,,8,2091.8,0,0,0,0,,,16,106,,5,11,,
HIV prevalence,2011,Johnson County TN,47091.0,15850,21,132.5,,,,,,,,,7,276.2,9,324,,,,,,,9,2467,0,0,0,0,,,12,79.5,,,7,7,
HIV prevalence,2010,Johnson County TN,47091.0,15912,24,150.8,,,,,,,,,8,308.5,9,317.8,,,,,,,9,2471.3,,,0,0,,,14,92.4,,,11,7,
HIV prevalence,2009,Johnson County TN,47091.0,15737,12,76.3,,,,,,,,,5,182.9,,,,,,,,,,,,,,,,,8,53.6,,0,,5,
HIV prevalence,2008,Johnson County TN,47091.0,15783,12,76,,,,,,,,,6,218,0,0,,,,,,,,,,,,,,,8,53.4,,0,,5,
HIV prevalence,2017,Johnson County NE,31097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Johnson County NE,31097.0,4502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2015,Johnson County NE,31097.0,4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2014,Johnson County NE,31097.0,4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2013,Johnson County NE,31097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Johnson County NE,31097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Johnson County NE,31097.0,4491,5,111.3,0,0,5,188.9,0,0,0,0,,,,,0,0,,,,,,,0,0,,,,,,,,,,,0
HIV prevalence,2010,Johnson County NE,31097.0,4513,5,110.8,,,,,0,0,0,0,,,,,0,0,,,,,,,0,0,,,,,,,,,,,0
HIV prevalence,2009,Johnson County NE,31097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Johnson County NE,31097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Johnson County MO,29101.0,45241,44,97.3,13,59.3,31,132.9,,,,,11,197.3,13,241,14,112.3,0,0,0,0,12,536.3,,,,,0,0,27,69.1,13,6,18,,
HIV prevalence,2016,Johnson County MO,29101.0,44906,44,98,11,50.6,33,142.6,,,5,63.7,11,200.5,15,270.5,,,0,0,0,0,15,690.2,,,,,0,0,24,61.6,13,5,21,,
HIV prevalence,2015,Johnson County MO,29101.0,44976,36,80,7,32,29,125.4,,,5,64.8,7,128.1,12,210.5,,,0,0,0,0,11,518.9,,,,,0,0,21,53.6,11,,16,,
HIV prevalence,2014,Johnson County MO,29101.0,45290,36,79.5,10,45.3,26,111.9,0,0,9,116.6,6,106.7,14,237.9,7,59.7,0,0,0,0,10,475.4,,,,,0,0,20,50.6,12,5,16,,
HIV prevalence,2013,Johnson County MO,29101.0,45278,42,92.8,10,45.4,32,137.7,,,7,91.2,6,107.3,21,341.2,,,0,0,0,0,11,532.3,,,,,0,0,26,65.6,13,,22,,
HIV prevalence,2012,Johnson County MO,29101.0,45138,44,97.5,9,40.8,35,151.6,,,7,92.4,5,89.6,27,421.1,,,0,0,0,0,11,528.6,5,353.4,,,,,26,65.6,12,6,21,,
HIV prevalence,2011,Johnson County MO,29101.0,44444,36,81,9,41.1,27,119.8,,,6,82.7,8,143.8,19,288.2,,,0,0,0,0,11,553.6,,,,,0,0,21,53.5,10,6,16,,
HIV prevalence,2010,Johnson County MO,29101.0,43909,32,72.9,10,46.1,22,99.1,,,7,101,12,210.9,10,149.2,,,0,0,0,0,9,470.4,,,,,0,0,18,46.2,10,7,12,,
HIV prevalence,2009,Johnson County MO,29101.0,44112,28,63.5,7,31.4,21,96.3,,,9,149.6,7,119.2,9,138.7,,,0,0,0,0,9,529.7,,,0,0,,,16,40.9,8,,16,,
HIV prevalence,2008,Johnson County MO,29101.0,43670,27,61.8,7,31.8,20,92.5,,,9,161.2,8,131,9,139.1,,,0,0,0,0,9,557.6,,,0,0,,,15,38.5,8,,15,,
HIV prevalence,2017,Johnson County WY,56019.0,7112,6,84.4,,,,,0,0,0,0,,,,,,,,,,,,,0,0,,,,,6,90.9,,,,0,0
HIV prevalence,2016,Johnson County WY,56019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Johnson County WY,56019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Johnson County WY,56019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Johnson County WY,56019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Johnson County WY,56019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Johnson County WY,56019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Johnson County WY,56019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Johnson County WY,56019.0,7213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2008,Johnson County WY,56019.0,7111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2017,Johnson County AR,5071.0,21764,12,55.1,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,,,7,39.5,,,8,,0
HIV prevalence,2016,Johnson County AR,5071.0,21478,13,60.5,,,,,,,,,,,5,149.5,,,0,0,0,0,,,,,,,,,8,45.3,,,8,,0
HIV prevalence,2015,Johnson County AR,5071.0,21437,10,46.6,,,,,,,,,,,5,147.1,,,0,0,0,0,,,,,0,0,,,6,33.8,,0,7,,0
HIV prevalence,2014,Johnson County AR,5071.0,21320,11,51.6,,,,,,,,,,,5,143.9,,,0,0,0,0,,,,,0,0,,,7,39.4,,0,7,,0
HIV prevalence,2013,Johnson County AR,5071.0,21304,10,46.9,,,,,0,0,0,0,,,5,141.4,,,0,0,0,0,,,,,0,0,,,8,45,,0,6,,0
HIV prevalence,2012,Johnson County AR,5071.0,21220,11,51.8,,,,,0,0,,,,,6,167.7,,,0,0,0,0,,,,,0,0,,,9,50.3,,0,8,,0
HIV prevalence,2011,Johnson County AR,5071.0,21015,9,42.8,,,,,0,0,0,0,,,,,,,0,0,0,0,,,,,0,0,,,7,39.2,,0,6,,0
HIV prevalence,2010,Johnson County AR,5071.0,20940,10,47.8,,,,,0,0,,,,,,,,,0,0,0,0,,,,,0,0,,,8,44.6,,0,6,,0
HIV prevalence,2009,Johnson County AR,5071.0,20294,7,34.5,,,,,0,0,0,0,,,,,,,0,0,,,,,,,0,0,,,5,28.7,,0,5,,0
HIV prevalence,2008,Johnson County AR,5071.0,20230,6,29.7,0,0,6,60.3,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,,,5,28.6,,0,5,,0
HIV prevalence,2017,Johnson County KY,21115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Johnson County KY,21115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Johnson County KY,21115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Johnson County KY,21115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Johnson County KY,21115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Johnson County KY,21115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Johnson County KY,21115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Johnson County KY,21115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Johnson County KY,21115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Johnson County KY,21115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Johnson County KS,20091.0,487690,648,132.9,130,51.9,518,218.3,24,27,108,133.7,143,174.3,183,232.2,190,120.9,,,14,56.6,150,670.5,91,275.3,33,402.7,,,357,89.8,149,31,420,34,14
HIV prevalence,2016,Johnson County KS,20091.0,482005,611,126.8,123,49.6,488,208.4,24,27.1,104,129.7,150,185.2,166,208.6,167,109.3,,,14,58.2,143,646.1,83,260.1,27,350.3,,,341,86.4,138,32,399,32,11
HIV prevalence,2015,Johnson County KS,20091.0,475424,590,124.1,112,45.8,478,207.2,19,21.7,90,113,149,185.3,178,222.6,154,104,,,12,52.3,134,621.1,79,257.2,28,379.4,,,333,85.1,131,30,389,30,10
HIV prevalence,2014,Johnson County KS,20091.0,468640,609,130,113,46.8,496,218.4,26,30.4,95,118.7,159,199.1,184,230.3,145,101.1,,,13,59.9,136,644.8,86,287.8,31,441.4,,,340,87.8,131,31,403,33,10
HIV prevalence,2013,Johnson County KS,20091.0,461806,600,129.9,115,48.2,485,217.2,19,22.8,90,112.4,173,218.1,185,230.3,133,96,,,11,53.7,138,668,76,261.7,31,460.9,,,341,89,136,30,392,34,8
HIV prevalence,2012,Johnson County KS,20091.0,454731,567,124.7,106,45,461,210.2,21,25.9,100,124.7,159,202.6,180,221.9,107,80,,,9,46.1,125,623,85,299.7,26,409.2,,,319,84.2,122,26,374,35,10
HIV prevalence,2011,Johnson County KS,20091.0,448243,572,127.6,108,46.5,464,214.7,27,33.9,94,117.5,174,223.2,178,217.5,99,76.9,,,10,53.3,126,651.1,76,273.1,28,470.2,,,329,87.8,123,25,373,41,10
HIV prevalence,2010,Johnson County KS,20091.0,441501,555,125.7,101,44.2,454,213.2,26,33.2,92,116,175,224.5,172,209.9,90,72.6,,,12,66.6,116,632.3,70,255.5,25,438.2,,,329,88.8,118,21,365,44,7
HIV prevalence,2009,Johnson County KS,20091.0,442098,471,106.5,86,38.1,385,177.9,18,22,94,115.4,153,194.2,139,170.9,67,56.5,,,9,55.2,95,545,56,230.9,25,599.1,,,285,75.4,103,23,299,40,6
HIV prevalence,2008,Johnson County KS,20091.0,435472,446,102.4,82,36.9,364,170.8,21,25.7,92,115.2,156,196.1,127,157.9,50,43.9,,,7,44.3,89,529.6,54,232.6,23,573.1,,,272,72.8,97,23,282,38,6
HIV prevalence,2017,Johnson County TX,48251.0,136280,258,189.3,64,93,194,287.5,13,48,36,166.3,59,276.1,76,342,74,168.3,0,0,,,38,857.6,79,298.4,9,555.3,,,131,129.1,65,37,132,18,6
HIV prevalence,2017,Johnson County IA,19103.0,127080,179,140.9,34,52.9,145,230.9,6,15.2,27,116,33,186.9,50,329.6,63,199.2,0,0,,,54,706.1,28,432.5,11,507.9,,,82,80.4,41,8,114,16,0
HIV prevalence,2016,Johnson County IA,19103.0,124982,168,134.4,28,44.2,140,227,,,26,112,30,175.4,52,345.7,,,,,,,48,659.3,26,419.2,10,488,,,81,80.2,35,7,107,19,0
HIV prevalence,2015,Johnson County IA,19103.0,123148,148,120.2,27,43.4,121,198.6,,,24,102.6,28,167,47,315,,,0,0,,,41,595.3,25,417.5,7,361.4,,,73,72.9,30,9,93,16,0
HIV prevalence,2014,Johnson County IA,19103.0,121102,153,126.3,31,50.7,122,203.6,6,15.9,33,140.4,27,164.7,48,323.2,39,135.9,,,0,0,42,656.1,24,417.2,8,431.3,,,79,79.6,35,11,93,14,0
HIV prevalence,2013,Johnson County IA,19103.0,119033,163,136.9,30,49.9,133,225.7,5,13.4,32,137.7,32,199.4,54,366.1,40,144.4,0,0,,,41,706.3,24,439.5,10,567.1,,,87,88.2,33,11,102,17,0
HIV prevalence,2012,Johnson County IA,19103.0,116623,161,138.1,27,45.9,134,231.6,8,21.8,32,139.3,39,251.1,45,304.9,37,138.8,0,0,,,41,781.1,23,449.8,12,729,,,84,86,33,10,101,,
HIV prevalence,2011,Johnson County IA,19103.0,114153,152,133.2,24,41.8,128,225.9,7,19.6,31,135.8,37,244.5,47,315.5,30,117.3,0,0,,,38,780,22,450.7,14,908.1,,,77,80,28,9,96,,
HIV prevalence,2010,Johnson County IA,19103.0,111828,143,127.9,25,44.5,118,211.9,,,31,137.7,35,234,49,325.3,,,0,0,,,34,734.2,19,404.5,11,754.2,,,78,82.2,29,11,87,,
HIV prevalence,2009,Johnson County IA,19103.0,112100,164,146.3,25,43.7,139,253.2,7,17.6,28,147.7,45,292.8,59,395.5,25,108.8,0,0,,,45,1118.3,18,542.7,9,831,,,91,92.2,29,31,84,,
HIV prevalence,2008,Johnson County IA,19103.0,109845,157,142.9,25,44.7,132,245,5,12.6,26,145.6,54,353.3,54,361.7,18,81.5,0,0,,,46,1206.1,17,543.8,8,760.5,,,85,87.6,28,31,79,,
HIV prevalence,2017,Johnson County IN,18081.0,126706,161,127.1,24,37.1,137,221.1,8,33,26,126.5,25,120.3,49,239.3,53,130.4,0,0,5,128,22,831.5,7,176.6,,,,,124,108.3,33,9,109,,
HIV prevalence,2016,Johnson County IN,18081.0,124597,166,133.2,28,44,138,226.3,8,33.1,29,146.2,34,165.1,50,245,45,113.7,0,0,8,226.6,18,740,8,212.1,,,,,130,114.8,34,10,114,,
HIV prevalence,2015,Johnson County IN,18081.0,122502,129,105.3,20,31.9,109,182.3,6,24.9,20,104.8,23,113,46,225.2,34,88.2,0,0,,,14,669.1,6,171.2,,,,,103,91.8,27,9,85,,
HIV prevalence,2014,Johnson County IN,18081.0,120726,118,97.7,17,27.5,101,171.5,,,21,110.8,21,104.7,43,210.7,,,0,0,5,169.6,11,582.1,,,,,,,95,85.6,27,8,76,,
HIV prevalence,2013,Johnson County IN,18081.0,119028,117,98.3,15,24.6,102,175.9,,,23,123.4,21,105.3,45,219.3,,,0,0,,,11,631.4,,,,,,,95,86.5,24,10,76,,
HIV prevalence,2012,Johnson County IN,18081.0,117183,122,104.1,15,24.9,107,187.6,5,21.6,20,109.2,23,116.6,50,242.7,24,67.8,0,0,5,197.4,14,880.6,,,,,,,95,87.5,22,8,86,,
HIV prevalence,2011,Johnson County IN,18081.0,115441,118,102.2,14,23.6,104,185.3,5,22,18,99.6,26,131.9,47,228.3,22,64,,,5,211,12,890.9,5,163.3,5,500.9,,,91,84.7,20,8,83,,
HIV prevalence,2010,Johnson County IN,18081.0,113910,120,105.3,17,29.1,103,185.9,,,20,111.6,31,156.7,48,233.8,,,0,0,,,15,1169.1,6,207.5,6,637.4,,,89,83.7,22,7,83,,
HIV prevalence,2009,Johnson County IN,18081.0,115673,93,80.4,14,23.6,79,140.2,,,14,73.1,21,103,37,177.1,,,0,0,,,8,429,,,,,,,77,70.8,16,7,66,,
HIV prevalence,2008,Johnson County IN,18081.0,114053,81,71,13,22.2,68,122.5,,,9,47.6,22,107.2,30,146.3,,,0,0,,,6,348,,,,,,,69,64.2,15,7,56,,
HIV prevalence,2017,Johnson County IL,17087.0,10812,46,425.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Johnson County IL,17087.0,10841,56,516.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Johnson County IL,17087.0,11162,57,510.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Johnson County IL,17087.0,11263,35,310.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Johnson County IL,17087.0,11229,33,293.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Johnson County IL,17087.0,11177,28,250.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Johnson County IL,17087.0,11187,37,330.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Johnson County IL,17087.0,10937,44,402.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Johnson County IL,17087.0,12031,83,689.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Johnson County IL,17087.0,11996,82,683.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Johnson County GA,13167.0,8498,22,258.9,8,220.2,14,287.8,,,,,,,9,636.9,6,190.4,,,,,19,665.8,0,0,,,,,,,9,,10,,0
HIV prevalence,2016,Johnson County GA,13167.0,8436,23,272.6,9,249.7,14,289.7,,,,,,,10,698.8,5,161.6,,,,,19,672.6,0,0,,,,,,,10,,11,,0
HIV prevalence,2015,Johnson County GA,13167.0,8452,22,260.3,5,138.2,17,351.7,,,,,6,444.4,7,479.5,6,198.5,,,,,15,530.2,0,0,,,,,,,8,,10,,0
HIV prevalence,2014,Johnson County GA,13167.0,8492,19,223.7,,,,,,,,,5,363.6,5,337.4,5,169,,,,,12,418.8,0,0,,,,,,,5,,11,,0
HIV prevalence,2013,Johnson County GA,13167.0,8524,21,246.4,5,136.7,16,328.8,,,,,5,360.8,6,393.4,6,208,,,,,17,597.8,0,0,,,,,,,9,,9,,0
HIV prevalence,2012,Johnson County GA,13167.0,8575,37,431.5,7,188.5,30,617.1,0,0,7,530.7,10,716.3,13,817.1,7,244.1,,,,,27,941.4,,,,,,,6,109.9,11,,18,,0
HIV prevalence,2011,Johnson County GA,13167.0,8525,35,410.6,5,136.2,30,618.1,,,7,521.6,13,925.3,11,674.4,,,,,,,27,944.5,,,,,,,,,10,,17,,0
HIV prevalence,2010,Johnson County GA,13167.0,8486,44,518.5,5,137.2,39,805.6,,,,,14,992.2,18,1095.6,,,,,,,33,1146.9,,,,,,,6,111.2,11,8,20,,
HIV prevalence,2009,Johnson County GA,13167.0,7908,40,505.8,6,170.5,34,774.7,,,9,635.1,5,364.2,18,1405.2,,,,,,,31,1004.9,,,,,,,7,150.4,9,7,17,,
HIV prevalence,2008,Johnson County GA,13167.0,8076,36,445.8,5,140.2,31,687.4,,,7,473.3,6,422.8,15,1152.1,,,,,,,29,910.8,0,0,,,,,6,127.1,8,6,15,,
HIV prevalence,2017,Johnston County OK,40069.0,9205,11,119.5,,,,,,,,,,,5,377.4,,,,,,,0,0,,,,,,,8,119.7,,,,,0
HIV prevalence,2016,Johnston County OK,40069.0,9196,10,108.7,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,7,104.3,,,5,,0
HIV prevalence,2015,Johnston County OK,40069.0,9132,6,65.7,,,,,,,0,0,,,,,,,,,,,0,0,0,0,0,0,,,5,74.6,,,,,0
HIV prevalence,2014,Johnston County OK,40069.0,9186,10,108.9,,,,,0,0,0,0,,,5,343.2,,,,,,,0,0,0,0,0,0,,,7,103.6,,,,,0
HIV prevalence,2013,Johnston County OK,40069.0,9107,10,109.8,,,,,,,0,0,,,5,341.8,,,,,,,0,0,0,0,0,0,,,8,118.5,,,,,0
