Year,Full Name,FIPS,All Diag Cases,All Diag Rates,Population,Indicator
2008,Marshall County IA,19127.0,,,,HIV diagnoses
2018,Marshall County IN,18099.0,,,,HIV diagnoses
2017,Marshall County IN,18099.0,0,0,38310,HIV diagnoses
2016,Marshall County IN,18099.0,,,,HIV diagnoses
2015,Marshall County IN,18099.0,,,,HIV diagnoses
2014,Marshall County IN,18099.0,,,,HIV diagnoses
2013,Marshall County IN,18099.0,0,0,38422,HIV diagnoses
2012,Marshall County IN,18099.0,0,0,38283,HIV diagnoses
2011,Marshall County IN,18099.0,0,0,38190,HIV diagnoses
2010,Marshall County IN,18099.0,,,,HIV diagnoses
2009,Marshall County IN,18099.0,,,,HIV diagnoses
2008,Marshall County IN,18099.0,0,0,37760,HIV diagnoses
2018,Marshall County IL,17123.0,0,0,9925,HIV diagnoses
2017,Marshall County IL,17123.0,0,0,10011,HIV diagnoses
2016,Marshall County IL,17123.0,0,0,10147,HIV diagnoses
2015,Marshall County IL,17123.0,0,0,10208,HIV diagnoses
2014,Marshall County IL,17123.0,0,0,10279,HIV diagnoses
2013,Marshall County IL,17123.0,0,0,10358,HIV diagnoses
2012,Marshall County IL,17123.0,0,0,10484,HIV diagnoses
2011,Marshall County IL,17123.0,0,0,10632,HIV diagnoses
2010,Marshall County IL,17123.0,,,,HIV diagnoses
2009,Marshall County IL,17123.0,0,0,10739,HIV diagnoses
2008,Marshall County IL,17123.0,0,0,10768,HIV diagnoses
2018,Marshall County OK,40095.0,0,0,14049,HIV diagnoses
2017,Marshall County OK,40095.0,0,0,13721,HIV diagnoses
2016,Marshall County OK,40095.0,0,0,13557,HIV diagnoses
2015,Marshall County OK,40095.0,0,0,13488,HIV diagnoses
2014,Marshall County OK,40095.0,,,,HIV diagnoses
2013,Marshall County OK,40095.0,0,0,13298,HIV diagnoses
2012,Marshall County OK,40095.0,0,0,13222,HIV diagnoses
2011,Marshall County OK,40095.0,0,0,13194,HIV diagnoses
2010,Marshall County OK,40095.0,0,0,13143,HIV diagnoses
2009,Marshall County OK,40095.0,0,0,12318,HIV diagnoses
2008,Marshall County OK,40095.0,,,,HIV diagnoses
2018,Marshall County WV,54051.0,,,,HIV diagnoses
2017,Marshall County WV,54051.0,,,,HIV diagnoses
2016,Marshall County WV,54051.0,,,,HIV diagnoses
2015,Marshall County WV,54051.0,,,,HIV diagnoses
2014,Marshall County WV,54051.0,0,0,27754,HIV diagnoses
2013,Marshall County WV,54051.0,0,0,28003,HIV diagnoses
2012,Marshall County WV,54051.0,,,,HIV diagnoses
2011,Marshall County WV,54051.0,,,,HIV diagnoses
2010,Marshall County WV,54051.0,,,,HIV diagnoses
2009,Marshall County WV,54051.0,,,,HIV diagnoses
2008,Marshall County WV,54051.0,,,,HIV diagnoses
2018,Marshall County KY,21157.0,,,,HIV diagnoses
2017,Marshall County KY,21157.0,,,,HIV diagnoses
2016,Marshall County KY,21157.0,,,,HIV diagnoses
2015,Marshall County KY,21157.0,,,,HIV diagnoses
2014,Marshall County KY,21157.0,,,,HIV diagnoses
2013,Marshall County KY,21157.0,,,,HIV diagnoses
2012,Marshall County KY,21157.0,,,,HIV diagnoses
2011,Marshall County KY,21157.0,,,,HIV diagnoses
2010,Marshall County KY,21157.0,,,,HIV diagnoses
2009,Marshall County KY,21157.0,,,,HIV diagnoses
2008,Marshall County KY,21157.0,,,,HIV diagnoses
2018,Marshall County KS,20117.0,0,0,8072,HIV diagnoses
2017,Marshall County KS,20117.0,0,0,8070,HIV diagnoses
2016,Marshall County KS,20117.0,0,0,8103,HIV diagnoses
2015,Marshall County KS,20117.0,0,0,8178,HIV diagnoses
2014,Marshall County KS,20117.0,0,0,8261,HIV diagnoses
2013,Marshall County KS,20117.0,0,0,8294,HIV diagnoses
2012,Marshall County KS,20117.0,0,0,8336,HIV diagnoses
2011,Marshall County KS,20117.0,0,0,8315,HIV diagnoses
2010,Marshall County KS,20117.0,,,,HIV diagnoses
2009,Marshall County KS,20117.0,0,0,8451,HIV diagnoses
2008,Marshall County KS,20117.0,,,,HIV diagnoses
2018,Marshall County AL,1095.0,,,,HIV diagnoses
2017,Marshall County AL,1095.0,8,10.2,78309,HIV diagnoses
2016,Marshall County AL,1095.0,7,9,78066,HIV diagnoses
2015,Marshall County AL,1095.0,,,,HIV diagnoses
2014,Marshall County AL,1095.0,,,,HIV diagnoses
2013,Marshall County AL,1095.0,6,7.7,77473,HIV diagnoses
2012,Marshall County AL,1095.0,,,,HIV diagnoses
2011,Marshall County AL,1095.0,6,7.8,76956,HIV diagnoses
2010,Marshall County AL,1095.0,,,,HIV diagnoses
2009,Marshall County AL,1095.0,,,,HIV diagnoses
2008,Marshall County AL,1095.0,,,,HIV diagnoses
2018,Martin County MN,27091.0,0,0,16714,HIV diagnoses
2017,Martin County MN,27091.0,0,0,16797,HIV diagnoses
2016,Martin County MN,27091.0,,,,HIV diagnoses
2015,Martin County MN,27091.0,0,0,16957,HIV diagnoses
2014,Martin County MN,27091.0,0,0,17121,HIV diagnoses
2013,Martin County MN,27091.0,0,0,17278,HIV diagnoses
2012,Martin County MN,27091.0,0,0,17317,HIV diagnoses
2011,Martin County MN,27091.0,0,0,17445,HIV diagnoses
2010,Martin County MN,27091.0,0,0,17589,HIV diagnoses
2009,Martin County MN,27091.0,0,0,17111,HIV diagnoses
2008,Martin County MN,27091.0,0,0,17216,HIV diagnoses
2018,Martin County TX,48317.0,0,0,4431,HIV diagnoses
2017,Martin County TX,48317.0,0,0,4312,HIV diagnoses
2016,Martin County TX,48317.0,0,0,4356,HIV diagnoses
2015,Martin County TX,48317.0,0,0,4337,HIV diagnoses
2014,Martin County TX,48317.0,0,0,4218,HIV diagnoses
2013,Martin County TX,48317.0,,,,HIV diagnoses
2012,Martin County TX,48317.0,0,0,3909,HIV diagnoses
2011,Martin County TX,48317.0,0,0,3824,HIV diagnoses
2010,Martin County TX,48317.0,0,0,3777,HIV diagnoses
2009,Martin County TX,48317.0,,,,HIV diagnoses
2008,Martin County TX,48317.0,0,0,3466,HIV diagnoses
2018,Martin County IN,18101.0,0,0,8575,HIV diagnoses
2017,Martin County IN,18101.0,0,0,8534,HIV diagnoses
2016,Martin County IN,18101.0,0,0,8532,HIV diagnoses
2015,Martin County IN,18101.0,0,0,8560,HIV diagnoses
2014,Martin County IN,18101.0,0,0,8566,HIV diagnoses
2013,Martin County IN,18101.0,0,0,8562,HIV diagnoses
2012,Martin County IN,18101.0,0,0,8633,HIV diagnoses
2011,Martin County IN,18101.0,,,,HIV diagnoses
2010,Martin County IN,18101.0,0,0,8611,HIV diagnoses
2009,Martin County IN,18101.0,0,0,8298,HIV diagnoses
2008,Martin County IN,18101.0,0,0,8325,HIV diagnoses
2018,Martin County NC,37117.0,,,,HIV diagnoses
2017,Martin County NC,37117.0,,,,HIV diagnoses
2016,Martin County NC,37117.0,,,,HIV diagnoses
2015,Martin County NC,37117.0,,,,HIV diagnoses
2014,Martin County NC,37117.0,0,0,20051,HIV diagnoses
2013,Martin County NC,37117.0,5,24.8,20146,HIV diagnoses
2012,Martin County NC,37117.0,,,,HIV diagnoses
2011,Martin County NC,37117.0,0,0,20472,HIV diagnoses
2010,Martin County NC,37117.0,,,,HIV diagnoses
2009,Martin County NC,37117.0,0,0,19453,HIV diagnoses
2008,Martin County NC,37117.0,,,,HIV diagnoses
2018,Martin County KY,21159.0,,,,HIV diagnoses
2017,Martin County KY,21159.0,,,,HIV diagnoses
2016,Martin County KY,21159.0,,,,HIV diagnoses
2015,Martin County KY,21159.0,,,,HIV diagnoses
2014,Martin County KY,21159.0,,,,HIV diagnoses
2013,Martin County KY,21159.0,,,,HIV diagnoses
2012,Martin County KY,21159.0,,,,HIV diagnoses
2011,Martin County KY,21159.0,,,,HIV diagnoses
2010,Martin County KY,21159.0,,,,HIV diagnoses
2009,Martin County KY,21159.0,,,,HIV diagnoses
2008,Martin County KY,21159.0,,,,HIV diagnoses
2018,Martin County FL,12085.0,15,10.5,142595,HIV diagnoses
2017,Martin County FL,12085.0,10,7.1,141541,HIV diagnoses
2016,Martin County FL,12085.0,7,5,140183,HIV diagnoses
2015,Martin County FL,12085.0,13,9.4,137677,HIV diagnoses
2014,Martin County FL,12085.0,11,8.1,135476,HIV diagnoses
2013,Martin County FL,12085.0,15,11.2,133514,HIV diagnoses
2012,Martin County FL,12085.0,7,5.3,131346,HIV diagnoses
2011,Martin County FL,12085.0,15,11.5,130180,HIV diagnoses
2010,Martin County FL,12085.0,10,7.7,129190,HIV diagnoses
2009,Martin County FL,12085.0,11,9,121717,HIV diagnoses
2008,Martin County FL,12085.0,28,23.1,121014,HIV diagnoses
2018,Martinsville City VA,51690.0,,,,HIV diagnoses
2017,Martinsville City VA,51690.0,,,,HIV diagnoses
2016,Martinsville City VA,51690.0,,,,HIV diagnoses
2015,Martinsville City VA,51690.0,0,0,10963,HIV diagnoses
2014,Martinsville City VA,51690.0,,,,HIV diagnoses
2013,Martinsville City VA,51690.0,,,,HIV diagnoses
2012,Martinsville City VA,51690.0,0,0,11323,HIV diagnoses
2011,Martinsville City VA,51690.0,,,,HIV diagnoses
2010,Martinsville City VA,51690.0,5,42.9,11657,HIV diagnoses
2009,Martinsville City VA,51690.0,,,,HIV diagnoses
2008,Martinsville City VA,51690.0,,,,HIV diagnoses
2018,Mason County MI,26105.0,0,0,24952,HIV diagnoses
2017,Mason County MI,26105.0,0,0,24861,HIV diagnoses
2016,Mason County MI,26105.0,0,0,24661,HIV diagnoses
2015,Mason County MI,26105.0,0,0,24554,HIV diagnoses
2014,Mason County MI,26105.0,0,0,24575,HIV diagnoses
2013,Mason County MI,26105.0,0,0,24441,HIV diagnoses
2012,Mason County MI,26105.0,0,0,24386,HIV diagnoses
2011,Mason County MI,26105.0,0,0,24404,HIV diagnoses
2010,Mason County MI,26105.0,0,0,24436,HIV diagnoses
2009,Mason County MI,26105.0,,,,HIV diagnoses
2008,Mason County MI,26105.0,0,0,24471,HIV diagnoses
2018,Mason County WA,53045.0,5,8.9,56300,HIV diagnoses
2017,Mason County WA,53045.0,,,,HIV diagnoses
2016,Mason County WA,53045.0,,,,HIV diagnoses
2015,Mason County WA,53045.0,5,9.5,52588,HIV diagnoses
2014,Mason County WA,53045.0,,,,HIV diagnoses
2013,Mason County WA,53045.0,,,,HIV diagnoses
2012,Mason County WA,53045.0,9,17.2,52205,HIV diagnoses
2011,Mason County WA,53045.0,7,13.4,52219,HIV diagnoses
2010,Mason County WA,53045.0,11,21.2,52002,HIV diagnoses
2009,Mason County WA,53045.0,,,,HIV diagnoses
2008,Mason County WA,53045.0,7,14.2,49158,HIV diagnoses
2018,Mason County TX,48319.0,,,,HIV diagnoses
2017,Mason County TX,48319.0,0,0,3586,HIV diagnoses
2016,Mason County TX,48319.0,0,0,3549,HIV diagnoses
2015,Mason County TX,48319.0,0,0,3474,HIV diagnoses
2014,Mason County TX,48319.0,0,0,3509,HIV diagnoses
2013,Mason County TX,48319.0,0,0,3538,HIV diagnoses
2012,Mason County TX,48319.0,0,0,3472,HIV diagnoses
2011,Mason County TX,48319.0,0,0,3450,HIV diagnoses
2010,Mason County TX,48319.0,0,0,3416,HIV diagnoses
2009,Mason County TX,48319.0,0,0,3375,HIV diagnoses
2008,Mason County TX,48319.0,0,0,3306,HIV diagnoses
2018,Mason County IL,17125.0,0,0,11609,HIV diagnoses
2017,Mason County IL,17125.0,,,,HIV diagnoses
2016,Mason County IL,17125.0,0,0,11723,HIV diagnoses
2015,Mason County IL,17125.0,0,0,11894,HIV diagnoses
2014,Mason County IL,17125.0,0,0,12092,HIV diagnoses
2013,Mason County IL,17125.0,0,0,12095,HIV diagnoses
2012,Mason County IL,17125.0,0,0,12188,HIV diagnoses
2011,Mason County IL,17125.0,0,0,12299,HIV diagnoses
2010,Mason County IL,17125.0,,,,HIV diagnoses
2009,Mason County IL,17125.0,0,0,12422,HIV diagnoses
2008,Mason County IL,17125.0,0,0,12549,HIV diagnoses
2018,Mason County WV,54053.0,0,0,22764,HIV diagnoses
2017,Mason County WV,54053.0,0,0,22843,HIV diagnoses
2016,Mason County WV,54053.0,0,0,22926,HIV diagnoses
2015,Mason County WV,54053.0,0,0,23033,HIV diagnoses
2014,Mason County WV,54053.0,,,,HIV diagnoses
2013,Mason County WV,54053.0,,,,HIV diagnoses
2012,Mason County WV,54053.0,0,0,23111,HIV diagnoses
2011,Mason County WV,54053.0,,,,HIV diagnoses
2010,Mason County WV,54053.0,0,0,23139,HIV diagnoses
2009,Mason County WV,54053.0,,,,HIV diagnoses
2008,Mason County WV,54053.0,,,,HIV diagnoses
2018,Mason County KY,21161.0,,,,HIV diagnoses
2017,Mason County KY,21161.0,,,,HIV diagnoses
2016,Mason County KY,21161.0,,,,HIV diagnoses
2015,Mason County KY,21161.0,,,,HIV diagnoses
2014,Mason County KY,21161.0,,,,HIV diagnoses
2013,Mason County KY,21161.0,,,,HIV diagnoses
2012,Mason County KY,21161.0,,,,HIV diagnoses
2011,Mason County KY,21161.0,,,,HIV diagnoses
2010,Mason County KY,21161.0,,,,HIV diagnoses
2009,Mason County KY,21161.0,,,,HIV diagnoses
2008,Mason County KY,21161.0,,,,HIV diagnoses
2018,Massac County IL,17127.0,0,0,11920,HIV diagnoses
2017,Massac County IL,17127.0,0,0,12052,HIV diagnoses
2016,Massac County IL,17127.0,0,0,12172,HIV diagnoses
2015,Massac County IL,17127.0,0,0,12263,HIV diagnoses
2014,Massac County IL,17127.0,0,0,12411,HIV diagnoses
2013,Massac County IL,17127.0,0,0,12491,HIV diagnoses
2012,Massac County IL,17127.0,0,0,12658,HIV diagnoses
2011,Massac County IL,17127.0,,,,HIV diagnoses
2010,Massac County IL,17127.0,,,,HIV diagnoses
2009,Massac County IL,17127.0,0,0,12493,HIV diagnoses
2008,Massac County IL,17127.0,0,0,12545,HIV diagnoses
2018,Matagorda County TX,48321.0,,,,HIV diagnoses
2017,Matagorda County TX,48321.0,7,23.4,29913,HIV diagnoses
2016,Matagorda County TX,48321.0,6,19.9,30157,HIV diagnoses
2015,Matagorda County TX,48321.0,9,30.1,29946,HIV diagnoses
2014,Matagorda County TX,48321.0,6,20.2,29771,HIV diagnoses
2013,Matagorda County TX,48321.0,8,26.8,29884,HIV diagnoses
2012,Matagorda County TX,48321.0,,,,HIV diagnoses
2011,Matagorda County TX,48321.0,6,20.1,29859,HIV diagnoses
2010,Matagorda County TX,48321.0,,,,HIV diagnoses
2009,Matagorda County TX,48321.0,5,16.8,29689,HIV diagnoses
2008,Matagorda County TX,48321.0,,,,HIV diagnoses
2018,Matanuska-Susitna Borough AK,2170.0,,,,HIV diagnoses
2017,Matanuska-Susitna Borough AK,2170.0,,,,HIV diagnoses
2016,Matanuska-Susitna Borough AK,2170.0,,,,HIV diagnoses
2015,Matanuska-Susitna Borough AK,2170.0,,,,HIV diagnoses
2014,Matanuska-Susitna Borough AK,2170.0,,,,HIV diagnoses
2013,Matanuska-Susitna Borough AK,2170.0,,,,HIV diagnoses
2012,Matanuska-Susitna Borough AK,2170.0,,,,HIV diagnoses
2011,Matanuska-Susitna Borough AK,2170.0,,,,HIV diagnoses
2010,Matanuska-Susitna Borough AK,2170.0,,,,HIV diagnoses
2009,Matanuska-Susitna Borough AK,2170.0,,,,HIV diagnoses
2008,Matanuska-Susitna Borough AK,2170.0,,,,HIV diagnoses
2018,Mathews County VA,51115.0,0,0,7889,HIV diagnoses
2017,Mathews County VA,51115.0,0,0,7815,HIV diagnoses
2016,Mathews County VA,51115.0,0,0,7852,HIV diagnoses
2015,Mathews County VA,51115.0,0,0,7884,HIV diagnoses
2014,Mathews County VA,51115.0,,,,HIV diagnoses
2013,Mathews County VA,51115.0,,,,HIV diagnoses
2012,Mathews County VA,51115.0,,,,HIV diagnoses
2011,Mathews County VA,51115.0,0,0,7920,HIV diagnoses
2010,Mathews County VA,51115.0,0,0,7891,HIV diagnoses
2009,Mathews County VA,51115.0,,,,HIV diagnoses
2008,Mathews County VA,51115.0,,,,HIV diagnoses
2018,Maui County HI,15009.0,5,3.6,140842,HIV diagnoses
2017,Maui County HI,15009.0,9,6.4,139912,HIV diagnoses
2016,Maui County HI,15009.0,7,5,138912,HIV diagnoses
2015,Maui County HI,15009.0,6,4.4,137321,HIV diagnoses
2014,Maui County HI,15009.0,13,9.5,136429,HIV diagnoses
2013,Maui County HI,15009.0,10,7.4,134517,HIV diagnoses
2012,Maui County HI,15009.0,10,7.5,132656,HIV diagnoses
2011,Maui County HI,15009.0,9,6.9,130915,HIV diagnoses
2010,Maui County HI,15009.0,12,9.3,129243,HIV diagnoses
2009,Maui County HI,15009.0,7,5.8,121151,HIV diagnoses
2008,Maui County HI,15009.0,9,7.5,120649,HIV diagnoses
2018,Maury County TN,47119.0,7,8.9,78223,HIV diagnoses
2017,Maury County TN,47119.0,12,15.7,76290,HIV diagnoses
2016,Maury County TN,47119.0,6,8.1,74163,HIV diagnoses
2015,Maury County TN,47119.0,5,6.9,72309,HIV diagnoses
2014,Maury County TN,47119.0,7,9.9,70605,HIV diagnoses
2013,Maury County TN,47119.0,7,10.1,69081,HIV diagnoses
2012,Maury County TN,47119.0,10,14.8,67633,HIV diagnoses
2011,Maury County TN,47119.0,7,10.4,67079,HIV diagnoses
2010,Maury County TN,47119.0,5,7.5,66722,HIV diagnoses
2009,Maury County TN,47119.0,6,8.7,69354,HIV diagnoses
2008,Maury County TN,47119.0,,,,HIV diagnoses
2018,Maverick County TX,48323.0,,,,HIV diagnoses
2017,Maverick County TX,48323.0,,,,HIV diagnoses
2016,Maverick County TX,48323.0,5,11.1,44856,HIV diagnoses
2015,Maverick County TX,48323.0,,,,HIV diagnoses
2014,Maverick County TX,48323.0,,,,HIV diagnoses
2013,Maverick County TX,48323.0,5,11.5,43450,HIV diagnoses
2012,Maverick County TX,48323.0,8,18.7,42815,HIV diagnoses
2011,Maverick County TX,48323.0,5,11.8,42270,HIV diagnoses
2010,Maverick County TX,48323.0,8,19.3,41436,HIV diagnoses
2009,Maverick County TX,48323.0,,,,HIV diagnoses
2008,Maverick County TX,48323.0,,,,HIV diagnoses
2018,Mayes County OK,40097.0,,,,HIV diagnoses
2017,Mayes County OK,40097.0,0,0,34177,HIV diagnoses
2016,Mayes County OK,40097.0,,,,HIV diagnoses
2015,Mayes County OK,40097.0,,,,HIV diagnoses
2014,Mayes County OK,40097.0,0,0,33965,HIV diagnoses
2013,Mayes County OK,40097.0,0,0,33905,HIV diagnoses
2012,Mayes County OK,40097.0,,,,HIV diagnoses
2011,Mayes County OK,40097.0,,,,HIV diagnoses
2010,Mayes County OK,40097.0,0,0,33868,HIV diagnoses
2009,Mayes County OK,40097.0,0,0,32906,HIV diagnoses
2008,Mayes County OK,40097.0,,,,HIV diagnoses
2018,Mcclain County OK,40087.0,,,,HIV diagnoses
2017,Mcclain County OK,40087.0,0,0,32160,HIV diagnoses
2016,Mcclain County OK,40087.0,0,0,31600,HIV diagnoses
2015,Mcclain County OK,40087.0,,,,HIV diagnoses
2014,Mcclain County OK,40087.0,,,,HIV diagnoses
2013,Mcclain County OK,40087.0,0,0,29688,HIV diagnoses
2012,Mcclain County OK,40087.0,0,0,28858,HIV diagnoses
2011,Mcclain County OK,40087.0,,,,HIV diagnoses
2010,Mcclain County OK,40087.0,0,0,28059,HIV diagnoses
2009,Mcclain County OK,40087.0,0,0,26917,HIV diagnoses
2008,Mcclain County OK,40087.0,,,,HIV diagnoses
2018,Mccone County MT,30055.0,0,0,1430,HIV diagnoses
2017,Mccone County MT,30055.0,0,0,1443,HIV diagnoses
2016,Mccone County MT,30055.0,0,0,1466,HIV diagnoses
2015,Mccone County MT,30055.0,0,0,1456,HIV diagnoses
2014,Mccone County MT,30055.0,0,0,1465,HIV diagnoses
2013,Mccone County MT,30055.0,0,0,1473,HIV diagnoses
2012,Mccone County MT,30055.0,0,0,1463,HIV diagnoses
2011,Mccone County MT,30055.0,0,0,1468,HIV diagnoses
2010,Mccone County MT,30055.0,0,0,1494,HIV diagnoses
2009,Mccone County MT,30055.0,0,0,1401,HIV diagnoses
2008,Mccone County MT,30055.0,0,0,1432,HIV diagnoses
2018,Mccook County SD,46087.0,0,0,4427,HIV diagnoses
2017,Mccook County SD,46087.0,0,0,4390,HIV diagnoses
2016,Mccook County SD,46087.0,,,,HIV diagnoses
2015,Mccook County SD,46087.0,0,0,4369,HIV diagnoses
2014,Mccook County SD,46087.0,0,0,4435,HIV diagnoses
2013,Mccook County SD,46087.0,0,0,4475,HIV diagnoses
2012,Mccook County SD,46087.0,0,0,4464,HIV diagnoses
2011,Mccook County SD,46087.0,0,0,4478,HIV diagnoses
2010,Mccook County SD,46087.0,0,0,4551,HIV diagnoses
2009,Mccook County SD,46087.0,0,0,4601,HIV diagnoses
2008,Mccook County SD,46087.0,0,0,4633,HIV diagnoses
2018,Mccormick County SC,45065.0,0,0,8639,HIV diagnoses
2017,Mccormick County SC,45065.0,,,,HIV diagnoses
2016,Mccormick County SC,45065.0,,,,HIV diagnoses
2015,Mccormick County SC,45065.0,0,0,8787,HIV diagnoses
2014,Mccormick County SC,45065.0,0,0,8922,HIV diagnoses
2013,Mccormick County SC,45065.0,,,,HIV diagnoses
2012,Mccormick County SC,45065.0,,,,HIV diagnoses
2011,Mccormick County SC,45065.0,,,,HIV diagnoses
2010,Mccormick County SC,45065.0,,,,HIV diagnoses
2009,Mccormick County SC,45065.0,0,0,9137,HIV diagnoses
2008,Mccormick County SC,45065.0,,,,HIV diagnoses
2018,Mccracken County KY,21145.0,,,,HIV diagnoses
2017,Mccracken County KY,21145.0,,,,HIV diagnoses
2016,Mccracken County KY,21145.0,5,9.1,54901,HIV diagnoses
2015,Mccracken County KY,21145.0,,,,HIV diagnoses
2014,Mccracken County KY,21145.0,7,12.7,55054,HIV diagnoses
2013,Mccracken County KY,21145.0,,,,HIV diagnoses
2012,Mccracken County KY,21145.0,,,,HIV diagnoses
2011,Mccracken County KY,21145.0,,,,HIV diagnoses
2010,Mccracken County KY,21145.0,,,,HIV diagnoses
2009,Mccracken County KY,21145.0,,,,HIV diagnoses
2008,Mccracken County KY,21145.0,6,11,54786,HIV diagnoses
2018,Mccreary County KY,21147.0,,,,HIV diagnoses
2017,Mccreary County KY,21147.0,,,,HIV diagnoses
2016,Mccreary County KY,21147.0,,,,HIV diagnoses
2015,Mccreary County KY,21147.0,,,,HIV diagnoses
2014,Mccreary County KY,21147.0,,,,HIV diagnoses
2013,Mccreary County KY,21147.0,,,,HIV diagnoses
2012,Mccreary County KY,21147.0,,,,HIV diagnoses
2011,Mccreary County KY,21147.0,,,,HIV diagnoses
2010,Mccreary County KY,21147.0,,,,HIV diagnoses
2009,Mccreary County KY,21147.0,,,,HIV diagnoses
2008,Mccreary County KY,21147.0,,,,HIV diagnoses
2018,Mcculloch County TX,48307.0,0,0,6738,HIV diagnoses
2017,Mcculloch County TX,48307.0,0,0,6707,HIV diagnoses
2016,Mcculloch County TX,48307.0,,,,HIV diagnoses
2015,Mcculloch County TX,48307.0,0,0,6922,HIV diagnoses
2014,Mcculloch County TX,48307.0,0,0,6848,HIV diagnoses
2013,Mcculloch County TX,48307.0,0,0,6864,HIV diagnoses
2012,Mcculloch County TX,48307.0,0,0,6838,HIV diagnoses
2011,Mcculloch County TX,48307.0,0,0,6823,HIV diagnoses
2010,Mcculloch County TX,48307.0,,,,HIV diagnoses
2009,Mcculloch County TX,48307.0,0,0,6507,HIV diagnoses
2008,Mcculloch County TX,48307.0,0,0,6465,HIV diagnoses
2018,Mccurtain County OK,40089.0,0,0,26712,HIV diagnoses
2017,Mccurtain County OK,40089.0,,,,HIV diagnoses
2016,Mccurtain County OK,40089.0,,,,HIV diagnoses
2015,Mccurtain County OK,40089.0,0,0,27035,HIV diagnoses
2014,Mccurtain County OK,40089.0,0,0,27040,HIV diagnoses
2013,Mccurtain County OK,40089.0,,,,HIV diagnoses
2012,Mccurtain County OK,40089.0,,,,HIV diagnoses
2011,Mccurtain County OK,40089.0,0,0,27154,HIV diagnoses
2010,Mccurtain County OK,40089.0,,,,HIV diagnoses
2009,Mccurtain County OK,40089.0,,,,HIV diagnoses
2008,Mccurtain County OK,40089.0,,,,HIV diagnoses
2018,Mcdonald County MO,29119.0,0,0,18821,HIV diagnoses
2017,Mcdonald County MO,29119.0,,,,HIV diagnoses
