Indicator,Year,Geography,FIPS,Cases,Rate per 100000,Population
HIV prevalence,2011,"Lycoming County, PA",42081,174,174.8,"99,528"
HIV prevalence,2010,"Lycoming County, PA",42081,172,173.5,"99,162"
HIV prevalence,2009,"Lycoming County, PA",42081,185,185.7,"99,637"
HIV prevalence,2008,"Lycoming County, PA",42081,183,183.8,"99,552"
HIV prevalence,2017,"Lyman County, SD",46085,0,0,"3,030"
HIV prevalence,2016,"Lyman County, SD",46085,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Lyman County, SD",46085,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Lyman County, SD",46085,0,0,"3,036"
HIV prevalence,2013,"Lyman County, SD",46085,0,0,"3,038"
HIV prevalence,2012,"Lyman County, SD",46085,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Lyman County, SD",46085,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Lyman County, SD",46085,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Lyman County, SD",46085,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Lyman County, SD",46085,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Lynchburg City, VA",51680,170,244.7,"69,482"
HIV prevalence,2016,"Lynchburg City, VA",51680,174,254.1,"68,482"
HIV prevalence,2015,"Lynchburg City, VA",51680,175,257.6,"67,938"
HIV prevalence,2014,"Lynchburg City, VA",51680,165,246.3,"66,983"
HIV prevalence,2013,"Lynchburg City, VA",51680,161,241.1,"66,787"
HIV prevalence,2012,"Lynchburg City, VA",51680,165,249.2,"66,205"
HIV prevalence,2011,"Lynchburg City, VA",51680,151,230.1,"65,622"
HIV prevalence,2010,"Lynchburg City, VA",51680,149,230.1,"64,763"
HIV prevalence,2009,"Lynchburg City, VA",51680,162,258.2,"62,744"
HIV prevalence,2008,"Lynchburg City, VA",51680,155,249.3,"62,162"
HIV prevalence,2017,"Lynn County, TX",48305,5,106.3,"4,704"
HIV prevalence,2016,"Lynn County, TX",48305,5,107.4,"4,658"
HIV prevalence,2015,"Lynn County, TX",48305,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Lynn County, TX",48305,7,150.1,"4,665"
HIV prevalence,2013,"Lynn County, TX",48305,5,108.3,"4,618"
HIV prevalence,2012,"Lynn County, TX",48305,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Lynn County, TX",48305,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Lynn County, TX",48305,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Lynn County, TX",48305,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Lynn County, TX",48305,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Lyon County, NV",32019,51,111.6,"45,679"
HIV prevalence,2016,"Lyon County, NV",32019,46,103.1,"44,628"
HIV prevalence,2015,"Lyon County, NV",32019,42,95.7,"43,896"
HIV prevalence,2014,"Lyon County, NV",32019,39,90,"43,330"
HIV prevalence,2013,"Lyon County, NV",32019,44,102.4,"42,976"
HIV prevalence,2012,"Lyon County, NV",32019,33,77.3,"42,675"
HIV prevalence,2011,"Lyon County, NV",32019,30,70.2,"42,712"
HIV prevalence,2010,"Lyon County, NV",32019,37,86.1,"42,994"
HIV prevalence,2009,"Lyon County, NV",32019,32,73.9,"43,312"
HIV prevalence,2008,"Lyon County, NV",32019,30,69.3,"43,297"
HIV prevalence,2017,"Lyon County, MN",27083,11,52.2,"21,063"
HIV prevalence,2016,"Lyon County, MN",27083,12,56.9,"21,078"
HIV prevalence,2015,"Lyon County, MN",27083,11,52.3,"21,041"
HIV prevalence,2014,"Lyon County, MN",27083,13,61.7,"21,085"
HIV prevalence,2013,"Lyon County, MN",27083,13,61.6,"21,105"
HIV prevalence,2012,"Lyon County, MN",27083,12,57,"21,062"
HIV prevalence,2011,"Lyon County, MN",27083,9,42.4,"21,232"
HIV prevalence,2010,"Lyon County, MN",27083,11,51.7,"21,281"
HIV prevalence,2009,"Lyon County, MN",27083,10,48.2,"20,757"
HIV prevalence,2008,"Lyon County, MN",27083,9,43.4,"20,750"
HIV prevalence,2017,"Lyon County, KY",21143,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Lyon County, KY",21143,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Lyon County, KY",21143,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Lyon County, KY",21143,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Lyon County, KY",21143,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Lyon County, KY",21143,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Lyon County, KY",21143,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Lyon County, KY",21143,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Lyon County, KY",21143,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Lyon County, KY",21143,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Lyon County, KS",20111,17,60.8,"27,963"
HIV prevalence,2016,"Lyon County, KS",20111,6,21.4,"27,994"
HIV prevalence,2015,"Lyon County, KS",20111,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Lyon County, KS",20111,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Lyon County, KS",20111,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Lyon County, KS",20111,9,32.3,"27,851"
HIV prevalence,2011,"Lyon County, KS",20111,9,32.3,"27,887"
HIV prevalence,2010,"Lyon County, KS",20111,6,21.5,"27,849"
HIV prevalence,2009,"Lyon County, KS",20111,10,35.8,"27,958"
HIV prevalence,2008,"Lyon County, KS",20111,10,34.3,"29,189"
HIV prevalence,2017,"Lyon County, IA",19119,0,0,"9,402"
HIV prevalence,2016,"Lyon County, IA",19119,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Lyon County, IA",19119,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Lyon County, IA",19119,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Lyon County, IA",19119,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Lyon County, IA",19119,0,0,"9,362"
HIV prevalence,2011,"Lyon County, IA",19119,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Lyon County, IA",19119,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Lyon County, IA",19119,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Lyon County, IA",19119,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Mackinac County, MI",26097,5,52,"9,621"
HIV prevalence,2016,"Mackinac County, MI",26097,8,83.7,"9,561"
HIV prevalence,2015,"Mackinac County, MI",26097,5,52,"9,618"
HIV prevalence,2014,"Mackinac County, MI",26097,9,92.5,"9,733"
HIV prevalence,2013,"Mackinac County, MI",26097,5,51.4,"9,735"
HIV prevalence,2012,"Mackinac County, MI",26097,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Mackinac County, MI",26097,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Mackinac County, MI",26097,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Mackinac County, MI",26097,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Mackinac County, MI",26097,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Macomb County, MI",26099,"1,073",144.5,"742,609"
HIV prevalence,2016,"Macomb County, MI",26099,"1,029",139.3,"738,662"
HIV prevalence,2015,"Macomb County, MI",26099,967,131.6,"734,918"
HIV prevalence,2014,"Macomb County, MI",26099,931,127.2,"731,762"
HIV prevalence,2013,"Macomb County, MI",26099,751,103.5,"725,407"
HIV prevalence,2012,"Macomb County, MI",26099,705,98.3,"717,380"
HIV prevalence,2011,"Macomb County, MI",26099,617,86.8,"710,848"
HIV prevalence,2010,"Macomb County, MI",26099,563,79.7,"706,647"
HIV prevalence,2009,"Macomb County, MI",26099,534,76.5,"697,861"
HIV prevalence,2008,"Macomb County, MI",26099,496,71.3,"695,565"
HIV prevalence,2017,"Macon County, TN",47111,11,56.2,"19,560"
HIV prevalence,2016,"Macon County, TN",47111,9,46.8,"19,214"
HIV prevalence,2015,"Macon County, TN",47111,11,57.8,"19,019"
HIV prevalence,2014,"Macon County, TN",47111,8,42.3,"18,912"
HIV prevalence,2013,"Macon County, TN",47111,13,69.6,"18,681"
HIV prevalence,2012,"Macon County, TN",47111,12,64.7,"18,548"
HIV prevalence,2011,"Macon County, TN",47111,17,92,"18,476"
HIV prevalence,2010,"Macon County, TN",47111,20,109.5,"18,268"
HIV prevalence,2009,"Macon County, TN",47111,9,49.4,"18,213"
HIV prevalence,2008,"Macon County, TN",47111,7,38.6,"18,136"
HIV prevalence,2017,"Macon County, MO",29121,9,70.6,"12,742"
HIV prevalence,2016,"Macon County, MO",29121,9,71.3,"12,620"
HIV prevalence,2015,"Macon County, MO",29121,9,70.9,"12,697"
HIV prevalence,2014,"Macon County, MO",29121,5,39,"12,817"
HIV prevalence,2013,"Macon County, MO",29121,6,46.7,"12,842"
HIV prevalence,2012,"Macon County, MO",29121,6,46.5,"12,911"
HIV prevalence,2011,"Macon County, MO",29121,9,70.1,"12,837"
HIV prevalence,2010,"Macon County, MO",29121,9,69.8,"12,887"
HIV prevalence,2009,"Macon County, MO",29121,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Macon County, MO",29121,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Macon County, AL",1087,83,503.2,"16,493"
HIV prevalence,2016,"Macon County, AL",1087,82,490.9,"16,704"
HIV prevalence,2015,"Macon County, AL",1087,74,437.7,"16,908"
HIV prevalence,2014,"Macon County, AL",1087,64,372.5,"17,181"
HIV prevalence,2013,"Macon County, AL",1087,62,354.7,"17,481"
HIV prevalence,2012,"Macon County, AL",1087,62,346.2,"17,910"
HIV prevalence,2011,"Macon County, AL",1087,59,320.2,"18,427"
HIV prevalence,2010,"Macon County, AL",1087,61,329.3,"18,525"
HIV prevalence,2009,"Macon County, AL",1087,94,500.3,"18,788"
HIV prevalence,2008,"Macon County, AL",1087,90,472.7,"19,038"
HIV prevalence,2017,"Macon County, IL",17115,137,154.7,"88,585"
HIV prevalence,2016,"Macon County, IL",17115,143,160.2,"89,276"
HIV prevalence,2015,"Macon County, IL",17115,135,149.7,"90,155"
HIV prevalence,2014,"Macon County, IL",17115,132,144.9,"91,089"
HIV prevalence,2013,"Macon County, IL",17115,126,137.1,"91,874"
HIV prevalence,2012,"Macon County, IL",17115,122,132.1,"92,324"
HIV prevalence,2011,"Macon County, IL",17115,111,119.8,"92,626"
HIV prevalence,2010,"Macon County, IL",17115,108,116.4,"92,794"
HIV prevalence,2009,"Macon County, IL",17115,117,129.1,"90,599"
HIV prevalence,2008,"Macon County, IL",17115,114,125.7,"90,668"
HIV prevalence,2017,"Macon County, GA",13193,47,409.3,"11,482"
HIV prevalence,2016,"Macon County, GA",13193,45,385.9,"11,662"
HIV prevalence,2015,"Macon County, GA",13193,48,405.9,"11,825"
HIV prevalence,2014,"Macon County, GA",13193,44,370.4,"11,879"
HIV prevalence,2013,"Macon County, GA",13193,47,391.2,"12,013"
HIV prevalence,2012,"Macon County, GA",13193,57,468.1,"12,176"
HIV prevalence,2011,"Macon County, GA",13193,45,367,"12,262"
HIV prevalence,2010,"Macon County, GA",13193,47,378.3,"12,424"
HIV prevalence,2009,"Macon County, GA",13193,57,512.9,"11,113"
HIV prevalence,2008,"Macon County, GA",13193,57,517.7,"11,010"
HIV prevalence,2017,"Macon County, NC",37113,47,156.5,"30,023"
HIV prevalence,2016,"Macon County, NC",37113,44,148.3,"29,665"
HIV prevalence,2015,"Macon County, NC",37113,41,138.8,"29,546"
HIV prevalence,2014,"Macon County, NC",37113,36,122.9,"29,284"
HIV prevalence,2013,"Macon County, NC",37113,33,112.9,"29,218"
HIV prevalence,2012,"Macon County, NC",37113,34,116.3,"29,229"
HIV prevalence,2011,"Macon County, NC",37113,36,123,"29,276"
HIV prevalence,2010,"Macon County, NC",37113,38,129.5,"29,347"
HIV prevalence,2009,"Macon County, NC",37113,22,77.1,"28,541"
HIV prevalence,2008,"Macon County, NC",37113,20,70.4,"28,415"
HIV prevalence,2017,"Macoupin County, IL",17117,29,74.8,"38,779"
HIV prevalence,2016,"Macoupin County, IL",17117,25,64.2,"38,926"
HIV prevalence,2015,"Macoupin County, IL",17117,24,61.4,"39,080"
HIV prevalence,2014,"Macoupin County, IL",17117,15,38.2,"39,246"
HIV prevalence,2013,"Macoupin County, IL",17117,31,78.5,"39,501"
HIV prevalence,2012,"Macoupin County, IL",17117,27,67.9,"39,754"
HIV prevalence,2011,"Macoupin County, IL",17117,20,49.8,"40,166"
HIV prevalence,2010,"Macoupin County, IL",17117,23,57.2,"40,215"
HIV prevalence,2009,"Macoupin County, IL",17117,18,44.6,"40,319"
HIV prevalence,2008,"Macoupin County, IL",17117,16,39.4,"40,658"
HIV prevalence,2017,"Madera County, CA",6039,184,147.6,"124,661"
HIV prevalence,2016,"Madera County, CA",6039,175,142,"123,215"
HIV prevalence,2015,"Madera County, CA",6039,168,136.8,"122,790"
HIV prevalence,2014,"Madera County, CA",6039,167,136.1,"122,661"
HIV prevalence,2013,"Madera County, CA",6039,143,118.5,"120,650"
HIV prevalence,2012,"Madera County, CA",6039,149,123.5,"120,664"
HIV prevalence,2011,"Madera County, CA",6039,147,121.6,"120,884"
HIV prevalence,2010,"Madera County, CA",6039,136,113.1,"120,248"
HIV prevalence,2009,"Madera County, CA",6039,133,113.7,"117,007"
HIV prevalence,2008,"Madera County, CA",6039,121,104,"116,312"
HIV prevalence,2017,"Madison County, TN",47113,254,310.8,"81,731"
HIV prevalence,2016,"Madison County, TN",47113,242,296.4,"81,659"
HIV prevalence,2015,"Madison County, TN",47113,222,272,"81,610"
HIV prevalence,2014,"Madison County, TN",47113,205,250.3,"81,893"
HIV prevalence,2013,"Madison County, TN",47113,210,255.8,"82,099"
HIV prevalence,2012,"Madison County, TN",47113,201,245.8,"81,771"
HIV prevalence,2011,"Madison County, TN",47113,119,146.3,"81,318"
HIV prevalence,2010,"Madison County, TN",47113,207,254.5,"81,335"
HIV prevalence,2009,"Madison County, TN",47113,183,228.9,"79,942"
HIV prevalence,2008,"Madison County, TN",47113,168,211.6,"79,402"
HIV prevalence,2017,"Madison County, NE",31119,11,38.4,"28,649"
HIV prevalence,2016,"Madison County, NE",31119,14,49.1,"28,485"
HIV prevalence,2015,"Madison County, NE",31119,12,42,"28,595"
HIV prevalence,2014,"Madison County, NE",31119,13,45.3,"28,684"
HIV prevalence,2013,"Madison County, NE",31119,16,55.6,"28,761"
HIV prevalence,2012,"Madison County, NE",31119,16,55.7,"28,719"
HIV prevalence,2011,"Madison County, NE",31119,15,52.4,"28,618"
HIV prevalence,2010,"Madison County, NE",31119,19,66.4,"28,628"
HIV prevalence,2009,"Madison County, NE",31119,18,63.9,"28,170"
HIV prevalence,2008,"Madison County, NE",31119,18,64.3,"27,998"
HIV prevalence,2017,"Madison County, MT",30057,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Madison County, MT",30057,7,97.3,"7,193"
HIV prevalence,2015,"Madison County, MT",30057,6,83.9,"7,155"
HIV prevalence,2014,"Madison County, MT",30057,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Madison County, MT",30057,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Madison County, MT",30057,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Madison County, MT",30057,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Madison County, MT",30057,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Madison County, MT",30057,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Madison County, MT",30057,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Madison County, MO",29123,7,68.6,"10,199"
HIV prevalence,2016,"Madison County, MO",29123,5,49.1,"10,176"
HIV prevalence,2015,"Madison County, MO",29123,8,78.6,"10,177"
HIV prevalence,2014,"Madison County, MO",29123,5,49.1,"10,174"
HIV prevalence,2013,"Madison County, MO",29123,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Madison County, MO",29123,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Madison County, MO",29123,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Madison County, MO",29123,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Madison County, MO",29123,5,48.6,"10,285"
HIV prevalence,2008,"Madison County, MO",29123,5,48.3,"10,342"
HIV prevalence,2017,"Madison County, MS",28089,259,300.9,"86,087"
HIV prevalence,2016,"Madison County, MS",28089,216,253.6,"85,159"
HIV prevalence,2015,"Madison County, MS",28089,249,297,"83,826"
HIV prevalence,2014,"Madison County, MS",28089,236,286.5,"82,377"
HIV prevalence,2013,"Madison County, MS",28089,224,276.1,"81,142"
HIV prevalence,2012,"Madison County, MS",28089,223,280.1,"79,603"
HIV prevalence,2011,"Madison County, MS",28089,213,271.3,"78,501"
HIV prevalence,2010,"Madison County, MS",28089,198,256.7,"77,146"
HIV prevalence,2009,"Madison County, MS",28089,202,270.4,"74,717"
HIV prevalence,2008,"Madison County, MS",28089,197,268,"73,496"
HIV prevalence,2017,"Madison County, FL",12079,144,903.2,"15,943"
HIV prevalence,2016,"Madison County, FL",12079,137,869.2,"15,761"
HIV prevalence,2015,"Madison County, FL",12079,141,886.6,"15,904"
HIV prevalence,2014,"Madison County, FL",12079,133,831.8,"15,989"
HIV prevalence,2013,"Madison County, FL",12079,133,828.3,"16,057"
HIV prevalence,2012,"Madison County, FL",12079,81,499.7,"16,211"
HIV prevalence,2011,"Madison County, FL",12079,140,861.5,"16,251"
HIV prevalence,2010,"Madison County, FL",12079,141,863.9,"16,321"
HIV prevalence,2009,"Madison County, FL",12079,82,515.7,"15,902"
HIV prevalence,2008,"Madison County, FL",12079,82,514.9,"15,926"
HIV prevalence,2017,"Madison County, AR",5087,16,117.8,"13,586"
HIV prevalence,2016,"Madison County, AR",5087,14,104.3,"13,419"
HIV prevalence,2015,"Madison County, AR",5087,19,144.9,"13,116"
HIV prevalence,2014,"Madison County, AR",5087,13,99.2,"13,105"
HIV prevalence,2013,"Madison County, AR",5087,17,129.9,"13,089"
HIV prevalence,2012,"Madison County, AR",5087,28,215.5,"12,993"
HIV prevalence,2011,"Madison County, AR",5087,27,206.8,"13,053"
HIV prevalence,2010,"Madison County, AR",5087,39,299.1,"13,037"
HIV prevalence,2009,"Madison County, AR",5087,13,98,"13,262"
HIV prevalence,2008,"Madison County, AR",5087,13,99.1,"13,117"
HIV prevalence,2017,"Madison County, AL",1089,758,248.4,"305,162"
HIV prevalence,2016,"Madison County, AL",1089,712,236.6,"300,937"
HIV prevalence,2015,"Madison County, AL",1089,660,221.9,"297,404"
HIV prevalence,2014,"Madison County, AL",1089,621,210.8,"294,617"
HIV prevalence,2013,"Madison County, AL",1089,522,179.2,"291,308"
HIV prevalence,2012,"Madison County, AL",1089,488,170,"287,104"
HIV prevalence,2011,"Madison County, AL",1089,453,159.8,"283,489"
HIV prevalence,2010,"Madison County, AL",1089,402,143.5,"280,095"
HIV prevalence,2009,"Madison County, AL",1089,545,200.2,"272,290"
HIV prevalence,2008,"Madison County, AL",1089,522,196.1,"266,149"
HIV prevalence,2017,"Madison County, KY",21151,71,91.6,"77,482"
HIV prevalence,2016,"Madison County, KY",21151,67,88.3,"75,875"
HIV prevalence,2015,"Madison County, KY",21151,66,88.3,"74,765"
HIV prevalence,2014,"Madison County, KY",21151,60,81.3,"73,793"
HIV prevalence,2013,"Madison County, KY",21151,56,77,"72,732"
HIV prevalence,2012,"Madison County, KY",21151,57,78.9,"72,273"
HIV prevalence,2011,"Madison County, KY",21151,52,72.6,"71,612"
HIV prevalence,2010,"Madison County, KY",21151,50,71,"70,411"
HIV prevalence,2009,"Madison County, KY",21151,51,72.6,"70,212"
HIV prevalence,2008,"Madison County, KY",21151,47,67.7,"69,391"
HIV prevalence,2017,"Madison County, VA",51113,11,96.5,"11,395"
HIV prevalence,2016,"Madison County, VA",51113,11,98,"11,220"
HIV prevalence,2015,"Madison County, VA",51113,10,89.5,"11,168"
HIV prevalence,2014,"Madison County, VA",51113,7,62.7,"11,156"
HIV prevalence,2013,"Madison County, VA",51113,7,62.6,"11,180"
HIV prevalence,2012,"Madison County, VA",51113,7,62.7,"11,173"
HIV prevalence,2011,"Madison County, VA",51113,8,71.5,"11,182"
HIV prevalence,2010,"Madison County, VA",51113,9,80.1,"11,234"
HIV prevalence,2009,"Madison County, VA",51113,12,102.9,"11,662"
HIV prevalence,2008,"Madison County, VA",51113,12,103.6,"11,582"
HIV prevalence,2017,"Madison County, TX",48313,44,364,"12,088"
HIV prevalence,2016,"Madison County, TX",48313,42,350.8,"11,974"
