Year,Geography,FIPS,Cases,Rate per 100000,Population,Indicator
2017,"Morrill County, NE",31123,0,0,"4,004",HIV diagnoses
2016,"Morrill County, NE",31123,0,0,"4,033",HIV diagnoses
2015,"Morrill County, NE",31123,0,0,"4,072",HIV diagnoses
2014,"Morrill County, NE",31123,0,0,"4,076",HIV diagnoses
2013,"Morrill County, NE",31123,0,0,"4,089",HIV diagnoses
2012,"Morrill County, NE",31123,0,0,"4,090",HIV diagnoses
2011,"Morrill County, NE",31123,0,0,"4,125",HIV diagnoses
2010,"Morrill County, NE",31123,0,0,"4,161",HIV diagnoses
2009,"Morrill County, NE",31123,0,0,"4,066",HIV diagnoses
2008,"Morrill County, NE",31123,0,0,"4,128",HIV diagnoses
2018,"Morris County, TX",48343,0,0,"10,324",HIV diagnoses
2017,"Morris County, TX",48343,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Morris County, TX",48343,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Morris County, TX",48343,0,0,"10,364",HIV diagnoses
2014,"Morris County, TX",48343,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Morris County, TX",48343,0,0,"10,572",HIV diagnoses
2012,"Morris County, TX",48343,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Morris County, TX",48343,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Morris County, TX",48343,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Morris County, TX",48343,0,0,"10,412",HIV diagnoses
2008,"Morris County, TX",48343,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Morris County, NJ",34027,26,6.1,"423,476",HIV diagnoses
2017,"Morris County, NJ",34027,29,6.9,"422,487",HIV diagnoses
2016,"Morris County, NJ",34027,35,8.3,"421,496",HIV diagnoses
2015,"Morris County, NJ",34027,26,6.2,"420,796",HIV diagnoses
2014,"Morris County, NJ",34027,22,5.2,"420,196",HIV diagnoses
2013,"Morris County, NJ",34027,28,6.7,"419,600",HIV diagnoses
2012,"Morris County, NJ",34027,30,7.2,"417,475",HIV diagnoses
2011,"Morris County, NJ",34027,34,8.2,"414,940",HIV diagnoses
2010,"Morris County, NJ",34027,40,9.7,"411,527",HIV diagnoses
2009,"Morris County, NJ",34027,32,7.9,"406,565",HIV diagnoses
2008,"Morris County, NJ",34027,33,8.2,"403,917",HIV diagnoses
2018,"Morris County, KS",20127,0,0,"4,712",HIV diagnoses
2017,"Morris County, KS",20127,0,0,"4,698",HIV diagnoses
2016,"Morris County, KS",20127,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Morris County, KS",20127,0,0,"4,805",HIV diagnoses
2014,"Morris County, KS",20127,0,0,"4,825",HIV diagnoses
2013,"Morris County, KS",20127,0,0,"4,880",HIV diagnoses
2012,"Morris County, KS",20127,0,0,"4,993",HIV diagnoses
2011,"Morris County, KS",20127,0,0,"5,006",HIV diagnoses
2010,"Morris County, KS",20127,0,0,"5,045",HIV diagnoses
2009,"Morris County, KS",20127,0,0,"5,117",HIV diagnoses
2008,"Morris County, KS",20127,0,0,"5,136",HIV diagnoses
2018,"Morrison County, MN",27097,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Morrison County, MN",27097,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Morrison County, MN",27097,0,0,"27,327",HIV diagnoses
2015,"Morrison County, MN",27097,0,0,"27,260",HIV diagnoses
2014,"Morrison County, MN",27097,0,0,"27,294",HIV diagnoses
2013,"Morrison County, MN",27097,0,0,"27,280",HIV diagnoses
2012,"Morrison County, MN",27097,0,0,"27,464",HIV diagnoses
2011,"Morrison County, MN",27097,0,0,"27,492",HIV diagnoses
2010,"Morrison County, MN",27097,0,0,"27,433",HIV diagnoses
2009,"Morrison County, MN",27097,0,0,"27,120",HIV diagnoses
2008,"Morrison County, MN",27097,0,0,"27,185",HIV diagnoses
2018,"Morrow County, OR",41049,0,0,"9,128",HIV diagnoses
2017,"Morrow County, OR",41049,0,0,"9,039",HIV diagnoses
2016,"Morrow County, OR",41049,0,0,"9,004",HIV diagnoses
2015,"Morrow County, OR",41049,0,0,"8,983",HIV diagnoses
2014,"Morrow County, OR",41049,0,0,"8,916",HIV diagnoses
2013,"Morrow County, OR",41049,0,0,"8,972",HIV diagnoses
2012,"Morrow County, OR",41049,0,0,"9,030",HIV diagnoses
2011,"Morrow County, OR",41049,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Morrow County, OR",41049,0,0,"8,984",HIV diagnoses
2009,"Morrow County, OR",41049,0,0,"9,267",HIV diagnoses
2008,"Morrow County, OR",41049,0,0,"9,046",HIV diagnoses
2018,"Morrow County, OH",39117,0,0,"29,697",HIV diagnoses
2017,"Morrow County, OH",39117,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Morrow County, OH",39117,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Morrow County, OH",39117,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Morrow County, OH",39117,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Morrow County, OH",39117,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Morrow County, OH",39117,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Morrow County, OH",39117,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Morrow County, OH",39117,0,0,"28,516",HIV diagnoses
2009,"Morrow County, OH",39117,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Morrow County, OH",39117,0,0,"28,571",HIV diagnoses
2018,"Morton County, ND",38059,0,0,"25,680",HIV diagnoses
2017,"Morton County, ND",38059,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Morton County, ND",38059,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Morton County, ND",38059,0,0,"25,029",HIV diagnoses
2014,"Morton County, ND",38059,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Morton County, ND",38059,0,0,"24,033",HIV diagnoses
2012,"Morton County, ND",38059,0,0,"23,324",HIV diagnoses
2011,"Morton County, ND",38059,0,0,"23,021",HIV diagnoses
2010,"Morton County, ND",38059,0,0,"22,836",HIV diagnoses
2009,"Morton County, ND",38059,0,0,"21,925",HIV diagnoses
2008,"Morton County, ND",38059,0,0,"21,766",HIV diagnoses
2018,"Morton County, KS",20129,0,0,"2,222",HIV diagnoses
2017,"Morton County, KS",20129,0,0,"2,280",HIV diagnoses
2016,"Morton County, KS",20129,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Morton County, KS",20129,0,0,"2,407",HIV diagnoses
2014,"Morton County, KS",20129,0,0,"2,480",HIV diagnoses
2013,"Morton County, KS",20129,0,0,"2,521",HIV diagnoses
2012,"Morton County, KS",20129,0,0,"2,538",HIV diagnoses
2011,"Morton County, KS",20129,0,0,"2,573",HIV diagnoses
2010,"Morton County, KS",20129,0,0,"2,616",HIV diagnoses
2009,"Morton County, KS",20129,0,0,"2,367",HIV diagnoses
2008,"Morton County, KS",20129,0,0,"2,370",HIV diagnoses
2018,"Motley County, TX",48345,0,0,"1,070",HIV diagnoses
2017,"Motley County, TX",48345,0,0,"1,075",HIV diagnoses
2016,"Motley County, TX",48345,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Motley County, TX",48345,0,0,"1,005",HIV diagnoses
2014,"Motley County, TX",48345,0,0,"1,004",HIV diagnoses
2013,"Motley County, TX",48345,0,0,"1,022",HIV diagnoses
2012,"Motley County, TX",48345,0,0,"1,030",HIV diagnoses
2011,"Motley County, TX",48345,0,0,"1,027",HIV diagnoses
2010,"Motley County, TX",48345,0,0,"1,022",HIV diagnoses
2009,"Motley County, TX",48345,0,0,"1,086",HIV diagnoses
2008,"Motley County, TX",48345,0,0,"1,076",HIV diagnoses
2018,"Moultrie County, IL",17139,0,0,"12,095",HIV diagnoses
2017,"Moultrie County, IL",17139,0,0,"12,052",HIV diagnoses
2016,"Moultrie County, IL",17139,0,0,"11,976",HIV diagnoses
2015,"Moultrie County, IL",17139,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Moultrie County, IL",17139,0,0,"12,114",HIV diagnoses
2013,"Moultrie County, IL",17139,0,0,"12,144",HIV diagnoses
2012,"Moultrie County, IL",17139,0,0,"12,175",HIV diagnoses
2011,"Moultrie County, IL",17139,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Moultrie County, IL",17139,0,0,"12,205",HIV diagnoses
2009,"Moultrie County, IL",17139,0,0,"11,851",HIV diagnoses
2008,"Moultrie County, IL",17139,0,0,"11,881",HIV diagnoses
2018,"Mountrail County, ND",38061,0,0,"8,151",HIV diagnoses
2017,"Mountrail County, ND",38061,0,0,"8,202",HIV diagnoses
2016,"Mountrail County, ND",38061,0,0,"8,244",HIV diagnoses
2015,"Mountrail County, ND",38061,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Mountrail County, ND",38061,0,0,"7,958",HIV diagnoses
2013,"Mountrail County, ND",38061,0,0,"7,663",HIV diagnoses
2012,"Mountrail County, ND",38061,0,0,"7,192",HIV diagnoses
2011,"Mountrail County, ND",38061,0,0,"6,697",HIV diagnoses
2010,"Mountrail County, ND",38061,0,0,"6,391",HIV diagnoses
2009,"Mountrail County, ND",38061,0,0,"5,449",HIV diagnoses
2008,"Mountrail County, ND",38061,0,0,"5,314",HIV diagnoses
2018,"Mower County, MN",27099,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Mower County, MN",27099,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Mower County, MN",27099,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Mower County, MN",27099,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Mower County, MN",27099,5,15.4,"32,376",HIV diagnoses
2013,"Mower County, MN",27099,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Mower County, MN",27099,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Mower County, MN",27099,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Mower County, MN",27099,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Mower County, MN",27099,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Mower County, MN",27099,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Muhlenberg County, KY",21177,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Muhlenberg County, KY",21177,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Muhlenberg County, KY",21177,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Muhlenberg County, KY",21177,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Muhlenberg County, KY",21177,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Muhlenberg County, KY",21177,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Muhlenberg County, KY",21177,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Muhlenberg County, KY",21177,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Muhlenberg County, KY",21177,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Muhlenberg County, KY",21177,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Muhlenberg County, KY",21177,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Multnomah County, OR",41051,100,14.3,"699,713",HIV diagnoses
2017,"Multnomah County, OR",41051,84,12.1,"695,361",HIV diagnoses
2016,"Multnomah County, OR",41051,86,12.5,"688,752",HIV diagnoses
2015,"Multnomah County, OR",41051,84,12.4,"675,016",HIV diagnoses
2014,"Multnomah County, OR",41051,120,18.1,"663,925",HIV diagnoses
2013,"Multnomah County, OR",41051,105,16.1,"653,072",HIV diagnoses
2012,"Multnomah County, OR",41051,145,22.4,"646,503",HIV diagnoses
2011,"Multnomah County, OR",41051,120,18.9,"636,497",HIV diagnoses
2010,"Multnomah County, OR",41051,113,18.1,"625,229",HIV diagnoses
2009,"Multnomah County, OR",41051,114,18.7,"610,615",HIV diagnoses
2008,"Multnomah County, OR",41051,147,24.5,"599,090",HIV diagnoses
2018,"Murray County, MN",27101,0,0,"7,003",HIV diagnoses
2017,"Murray County, MN",27101,0,0,"7,056",HIV diagnoses
2016,"Murray County, MN",27101,0,0,"7,046",HIV diagnoses
2015,"Murray County, MN",27101,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Murray County, MN",27101,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Murray County, MN",27101,0,0,"7,220",HIV diagnoses
2012,"Murray County, MN",27101,0,0,"7,261",HIV diagnoses
2011,"Murray County, MN",27101,0,0,"7,298",HIV diagnoses
2010,"Murray County, MN",27101,0,0,"7,340",HIV diagnoses
2009,"Murray County, MN",27101,0,0,"7,182",HIV diagnoses
2008,"Murray County, MN",27101,0,0,"7,187",HIV diagnoses
2018,"Murray County, OK",40099,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Murray County, OK",40099,0,0,"11,667",HIV diagnoses
2016,"Murray County, OK",40099,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Murray County, OK",40099,0,0,"11,516",HIV diagnoses
2014,"Murray County, OK",40099,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Murray County, OK",40099,0,0,"11,346",HIV diagnoses
2012,"Murray County, OK",40099,0,0,"11,336",HIV diagnoses
2011,"Murray County, OK",40099,0,0,"11,236",HIV diagnoses
2010,"Murray County, OK",40099,0,0,"11,160",HIV diagnoses
2009,"Murray County, OK",40099,0,0,"10,698",HIV diagnoses
2008,"Murray County, OK",40099,0,0,"10,600",HIV diagnoses
2018,"Murray County, GA",13213,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Murray County, GA",13213,0,0,"32,842",HIV diagnoses
2016,"Murray County, GA",13213,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Murray County, GA",13213,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Murray County, GA",13213,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Murray County, GA",13213,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Murray County, GA",13213,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Murray County, GA",13213,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Murray County, GA",13213,0,0,"31,945",HIV diagnoses
2009,"Murray County, GA",13213,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Murray County, GA",13213,0,0,"32,316",HIV diagnoses
2018,"Muscatine County, IA",19139,0,0,"35,298",HIV diagnoses
2017,"Muscatine County, IA",19139,0,0,"35,212",HIV diagnoses
2016,"Muscatine County, IA",19139,0,0,"35,145",HIV diagnoses
2015,"Muscatine County, IA",19139,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Muscatine County, IA",19139,0,0,"35,122",HIV diagnoses
2013,"Muscatine County, IA",19139,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Muscatine County, IA",19139,0,0,"34,926",HIV diagnoses
2011,"Muscatine County, IA",19139,0,0,"34,807",HIV diagnoses
2010,"Muscatine County, IA",19139,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Muscatine County, IA",19139,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Muscatine County, IA",19139,0,0,"34,569",HIV diagnoses
2018,"Muscogee County, GA",13215,55,34.7,"158,609",HIV diagnoses
2017,"Muscogee County, GA",13215,82,51.8,"158,239",HIV diagnoses
2016,"Muscogee County, GA",13215,66,41.2,"160,164",HIV diagnoses
2015,"Muscogee County, GA",13215,59,36.4,"162,211",HIV diagnoses
2014,"Muscogee County, GA",13215,34,20.8,"163,822",HIV diagnoses
2013,"Muscogee County, GA",13215,46,27.7,"166,306",HIV diagnoses
2012,"Muscogee County, GA",13215,61,37.6,"162,220",HIV diagnoses
2011,"Muscogee County, GA",13215,65,40.8,"159,273",HIV diagnoses
2010,"Muscogee County, GA",13215,64,41.1,"155,741",HIV diagnoses
2009,"Muscogee County, GA",13215,63,41.1,"153,331",HIV diagnoses
2008,"Muscogee County, GA",13215,75,49.8,"150,694",HIV diagnoses
2018,"Muskegon County, MI",26121,9,6.2,"145,120",HIV diagnoses
2017,"Muskegon County, MI",26121,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Muskegon County, MI",26121,5,3.5,"144,355",HIV diagnoses
2015,"Muskegon County, MI",26121,6,4.2,"143,685",HIV diagnoses
2014,"Muskegon County, MI",26121,8,5.6,"143,371",HIV diagnoses
2013,"Muskegon County, MI",26121,6,4.2,"143,047",HIV diagnoses
2012,"Muskegon County, MI",26121,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Muskegon County, MI",26121,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Muskegon County, MI",26121,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Muskegon County, MI",26121,9,6.3,"143,963",HIV diagnoses
2008,"Muskegon County, MI",26121,12,8.3,"144,211",HIV diagnoses
2018,"Muskingum County, OH",39119,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Muskingum County, OH",39119,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Muskingum County, OH",39119,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Muskingum County, OH",39119,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Muskingum County, OH",39119,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Muskingum County, OH",39119,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Muskingum County, OH",39119,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Muskingum County, OH",39119,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Muskingum County, OH",39119,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Muskingum County, OH",39119,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Muskingum County, OH",39119,0,0,"70,910",HIV diagnoses
2018,"Muskogee County, OK",40101,5,8.9,"56,356",HIV diagnoses
2017,"Muskogee County, OK",40101,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Muskogee County, OK",40101,5,8.8,"56,720",HIV diagnoses
2015,"Muskogee County, OK",40101,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Muskogee County, OK",40101,5,8.7,"57,351",HIV diagnoses
2013,"Muskogee County, OK",40101,10,17.3,"57,643",HIV diagnoses
2012,"Muskogee County, OK",40101,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Muskogee County, OK",40101,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Muskogee County, OK",40101,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Muskogee County, OK",40101,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Muskogee County, OK",40101,0,0,"57,841",HIV diagnoses
2018,"Musselshell County, MT",30065,0,0,"4,060",HIV diagnoses
2017,"Musselshell County, MT",30065,0,0,"4,032",HIV diagnoses
2016,"Musselshell County, MT",30065,0,0,"4,019",HIV diagnoses
2015,"Musselshell County, MT",30065,0,0,"4,015",HIV diagnoses
2014,"Musselshell County, MT",30065,0,0,"4,024",HIV diagnoses
2013,"Musselshell County, MT",30065,0,0,"4,040",HIV diagnoses
2012,"Musselshell County, MT",30065,0,0,"4,022",HIV diagnoses
2011,"Musselshell County, MT",30065,0,0,"4,048",HIV diagnoses
2010,"Musselshell County, MT",30065,0,0,"3,913",HIV diagnoses
2009,"Musselshell County, MT",30065,0,0,"3,955",HIV diagnoses
2008,"Musselshell County, MT",30065,0,0,"3,879",HIV diagnoses
2018,"Nacogdoches County, TX",48347,9,16.5,"54,529",HIV diagnoses
2017,"Nacogdoches County, TX",48347,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Nacogdoches County, TX",48347,7,12.9,"54,371",HIV diagnoses
2015,"Nacogdoches County, TX",48347,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Nacogdoches County, TX",48347,9,16.7,"53,909",HIV diagnoses
2013,"Nacogdoches County, TX",48347,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Nacogdoches County, TX",48347,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Nacogdoches County, TX",48347,7,12.9,"54,264",HIV diagnoses
2010,"Nacogdoches County, TX",48347,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Nacogdoches County, TX",48347,10,19,"52,549",HIV diagnoses
2008,"Nacogdoches County, TX",48347,12,23,"52,180",HIV diagnoses
2018,"Nance County, NE",31125,0,0,"2,980",HIV diagnoses
2017,"Nance County, NE",31125,0,0,"2,992",HIV diagnoses
2016,"Nance County, NE",31125,0,0,"2,987",HIV diagnoses
2015,"Nance County, NE",31125,0,0,"3,005",HIV diagnoses
2014,"Nance County, NE",31125,0,0,"2,965",HIV diagnoses
2013,"Nance County, NE",31125,0,0,"2,991",HIV diagnoses
2012,"Nance County, NE",31125,0,0,"3,058",HIV diagnoses
2011,"Nance County, NE",31125,0,0,"3,099",HIV diagnoses
