Drugs,Reasons,Reviews,Date Posted,Ratings,Source
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): November 2016 was my initial HIV+ detection.  I learned that I had a 1 million+ viral load and only 46 T-cells.   Today, I am undetectable.  Undetectable!  It is with some seriously amazing awe that I also read on my latest blood work that my T-cell count is now 402!  My infectious disease doctor told me that I might be experiencing IRIS (immune reconstitution syndrome) and believes that if I am adherent to the prescription regimen, I may see a 500 t-cell count in the coming year.  Several good people prayed for me; for them I am truly grateful.  I am also taking time to write here because I am convinced that Triumeq saved my life.  I hope my comments can be of help to others.",2018-12-02,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Diagnosed in July with an unknown infection date.    
First test showed a CD4 of 550 and VL of 38000.  Started medication late due to some fights with the insurance company.   
Took my first pill on September 7.   Had my follow up blood work drawn on October 3.  
I am NOW undetectable!
No changes to my CD4 but I know it will increase.   
The only side effect  I have noticed in my first month is some minor bloating.   Had some trouble falling asleep for the first week but I assume that was the power of suggestion having read all the possible symptoms.   
I know it is early on to review the medication but I am undetectable in less than 30 days.  I just wanted to share!",2018-10-11,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Started this about 10 months ago and I haven't had any side effects or trouble with sleeping, I am very thankful for this medicine and pray it keeps me happy and healthy forever!",2018-10-09,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Just started Triumeq with a CD4 count of 271 and a viral load of 104,000. Other than a slight headache, vivid and lucid dreaming (which was awesome)  and vomiting (I took it on an empty stomach.) I haven't had any other side effects. I take it after I eat breakfast in the morning and go on about my day with normal energy levels. Will update when I get my one month labs done to see the progress of this medication.",2018-09-30,9.0,drugs.com
Triumeq,HIV,Triumeq (abacavir / dolutegravir / lamivudine): Started this medication 6 months ago. After the first month I was undetectable! My counts are fantastic. Only issue I’ve had is that I’ve developed some gastrointestinal problems but I’m totally fine with that. I’d much rather be a bit gassy and bloated than no longer have a functioning immune system.,2018-09-29,10.0,drugs.com
Triumeq,HIV,Triumeq (abacavir / dolutegravir / lamivudine): To be honest I was diagnose + in 2004 and didn't actually started meds right away until my health started to fade away little by little after some time with the virus. So when I decided to get on treatment they started me with Kaletra & Combivir for approximately 3 -5 years after that I became resistant to this cocktail and was switch to something else which I can't recall at the moment since I tried a few different ones. Long story short:I started taking triumeq approximately 2 years ago and they really had help me a lot.,2018-09-25,8.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I have had HIV since 2008. On my first medicine which was Atripla I could not sleep,  I had headaches and crazy dreams. Dr. prescribed me Triumeq which I have  no side effects from. My only problem now is the cost of Triumeq I will be going on Medicare Part D in January 2019 my cost will be about $700.00 per month. I'll be broke in about four years.",2018-07-22,,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I was diagnosed with full-blown AIDS 25 years ago I was taking trezaver then atripla 15 years then I got sick last year I was told that I only have a year to live I get boils all over my body about the size of a baseball. Doctor switched me to triumeq I was hesitated to take it I just opened the bottle after a month I've been taking it now for three days, no side effects yet had a few headaches but that's about all. Please pray for me I have a wife and a family",2018-06-26,6.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I was the first reviewer and also posted an update in 2016, thought I would take a second and give an update.  I’m still on Triumeq and still highly recommend this drug.  After switching in 2014 (literally the day the drug was approved), I still have no side effects.  It’s been great.  Best wishes everyone.",2018-06-08,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I have been HIV positive for 14 years. At first I was on Atripla. It kept me undetectable and a high CD4 (between 600-900). The main side effect that I had was very vivid, disturbing dreams.  So my doctor decided to switch me to Triumeq 4  years ago. I love it. Same high CD4 and undetectable. And I experience no side effects whatsoever. Very thankful for this drug.",2018-05-27,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I have been on Triumeq for almost 2 years.  Viral load and CD4 are great.  However, I have gained almost 25 pounds....all in gut, back, chest and starting to develop a small buffalo hump.  Nothing in diet or workout regimen has changed. I have gone from a medium T-shirt to a X-Large.  33 size pants to 35 waist.  42 jacket to 44 jacket.  16 collar to a 17-1/2 collar.  Not happy with this at all.  I am seeing more and more reports of this with Triumeq users online now.",2018-05-20,5.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I had postponed treatment for around 7 years but now have started. In my recent test my numbers were low (290 CD4) and my VL was about 16k. 

This medication is amazing. So far I had no side effect whatsoever and I think a large part of the negative feedback people share could be shaped by their own apprehensions and worries.

Best of all it's easy to take. I am undetectable 4 weeks into treatment. I also feel that I have better energy and my constant worry about what the virus is doing to my body seems to have subsided for now. 

Highly recommend",2018-05-02,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): So I hate to be that person, but I guess I am.  Was on Genvoya/Stribild since 7/2016 with no issues whatsoever other than elevated cholesterol.  Dr. decided to change me to Triumeq, which I took for 14 days.  I have not been right at all for two weeks.  Extreme headrush (like a combo drunk/stoned feeling), anxious, no energy, itchy everywhere.  Just feel awful after taking it.  We chatted today, going back on Genvoya and cannot wait to go pick it up.  Don't let this scare you, everybody will find their med. that works w/o any side effects.  For me, that is not Triumeq.",2018-04-10,3.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Recently started taking Triumeq almost 4 weeks ago. Use to be on the sustiva and combvr cocktail for about 5 years. Always hated taking sustiva made me feel extremely groggy, terrible dreams and so I took it upon myself to stop taking it. Went on a 3 year hiatus. Needed a break from all of it including doctor visits.(terrible idea) fell victim to pneumonia in February and ID dr put me on Triumeq. So far it’s been amazing. 1st night my head became very tingly and I felt real shaky but after that it’s been amazing. No side effects and I’ve started gaining my weight back again. Did lab work yesterday so hopefully my cd4 has gone up. My cd4 was a 12 last test. Good luck to all of you and remember you aren’t alone in this fight.",2018-03-29,,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I was diagnosed in February of 2016.  My viral load was 180,000 and my cell count was 157.  I had not been sick, but I feel I was on the verge.  I had experienced some trouble with thrush, but that was the worst at that point.  My doctor started me on Triumeq within a week of my diagnosis.  I had absolutely no side effect other than my face itching!  It was strange.  My doc seemed to think it might have been my immune system revving up and doing a number on my Rosacea.  It is better, by the way.  Within four months I was basically undetectable at 95 na d my viral load down to 375.  At last check in October of '17, I was completely undetectable and my cell count up to 567.  I am so very pleased.  Other than the face itching, which has long since stopped, I have had not a single side effect.  I do wish my cell count would go up faster, but I am so thankful that I have no side effects that I can't bring myself to complain!",2018-03-11,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Great pills! Im useing Tmq from 2017. My CD4 is 1200 and viral load is 0. In the beginning it was 100 000, and after 1 month it was 0. My CD4 was 200 and after 1 year of usein Tmq it was completely recovered, 1200, and it is like that for last 2 years. I have very dry skin and sometime sleeping problems.",2020-02-29,10.0,drugs.com
