CalcLocation,Name,Address,City,State,Zip,formated_phone,Status,Icon,Type
"18.25002700,-66.69895700",Gabriel Garcia DBA Farmacia Los Angeles,CARR 111 INT 602 KM 0 6,ANGELES,PR,641,787-894-7535,open,small_green,Pharmacy
"18.25002700,-66.69895700",FARMACIA DEL VIVI INC,CARR 111 KM 1 8 AVE FERNANDO L RIBAS,UTUADO,PR,641,787-894-2185,open,small_green,Pharmacy
"18.25002700,-66.69895700",FARMACIA SAN MIGUEL ARCANGEL INC,12 Calle A.R.Barcelo,UTUADO,PR,6412949,787-894-2118,open,small_green,Pharmacy
"18.25002700,-66.69895700",WALGREENS #185,CARR 123 EDIF 940,UTUADO,PR,641,787-894-0574,open,small_green,Pharmacy
"18.43581800,-66.33852300",FARMACIA NUEVA,LUIS MUNOZ RIVERA ST 58 ESQ JACINTO SEIJO,VEGA ALTA,PR,692,787-883-2460,open,small_green,Pharmacy
"18.43581800,-66.33852300",FARMACIA AMADEO,72 CALLE MUNOZ RIVERA,VEGA ALTA,PR,692,787-883-3140,open,small_green,Pharmacy
"18.43581800,-66.33852300",FARMACIA SANTA RITA,CARR NO 2 KM 29 6,VEGA ALTA,PR,692,787-883-4445,not participating,measle_white,Pharmacy
"18.43581800,-66.33852300",FARMACIA DEL PUEBLO DE VEGA ALTA INC,CARR NUMBER 2 KM 30 1 BO ESPINOSA,VEGA ALTA,PR,692,787-883-2065,open,small_green,Pharmacy
"18.43581800,-66.33852300",KMART PHARMACY7784,"CARR. #2, PLAZA CARIBE MALL",VEGA ALTA,PR,692,787-270-7730,not participating,measle_white,Pharmacy
"18.43581800,-66.33852300",PROFESSIONAL DRUG,CARR 693 EQ CALLE 7 BO BRENAS,VEGA ALTA,PR,692,787-883-4295,open,small_green,Pharmacy
"18.43581800,-66.33852300",VEGA ALTA MEDICAL HOSPITAL PHARMACY,ST ROAD 2 KM 31.9,VEGA ALTA,PR,692,787-270-5511,open,small_green,Pharmacy
"18.43581800,-66.33852300",FARMACIA MONTE REY,CARR. 694 KM 1.1 SECTOR MONTE REY BO ESPINOSA,VEGA ALTA,PR,692,787-270-1816,open,small_green,Pharmacy
"18.43581800,-66.33852300",FARMACIA EL COROZO,CARR 690 KM 3 2,VEGA ALTA,PR,692,787-807-1414,not participating,measle_white,Pharmacy
"18.43581800,-66.33852300",WALGREENS #15240,"CARR. PR #2 INT.PR 694, KM 28.5, SECTOR ESPINOSA",VEGA ALTA,PR,692,787-883-4279,open,small_green,Pharmacy
"18.43581800,-66.33852300",CVS Pharmacy #04588,6109 Carr 694,Vega Alta,PR,692,787-270-0460,open,small_green,Pharmacy
"18.43581800,-66.33852300",El Corozo Farmacia Y Discount,Carr 690 Km 3.2 Bo Sabana Hoyos,Vega Alta,PR,692,787-807-1414,not participating,measle_white,Pharmacy
"18.43581800,-66.33852300",Nueva Farmacia Santa Ana,Calle 1 B3 Urbanizacion Santa Ana,Vega Alta,PR,692,787-270-2503,open,small_green,Pharmacy
"18.43581800,-66.33852300",FIRST PHARMACY 7,CARR #2 KM 29.7 LOCAL N-142 CENTRO GRAN CARIBE MALL,VEGA ALTA,PR,692,787-883-4133,open,small_green,Pharmacy
"18.43581800,-66.33852300","Farmacia Vega Alta, Inc.",Munoz Rivera #36,Vega Alta,PR,692,787-883-4140,open,small_green,Pharmacy
"18.48237000,-66.39107900",FARMACIA VILLA REAL,CALLE 2 C-2 URB VILLA REAL,VEGA BAJA,PR,694,787-858-1336,open,small_green,Pharmacy
"18.44310900,-66.39830200",FARMACIA SAN MARTIN,105 CARR 686 km 17.9,VEGA BAJA,PR,6934551,787-858-3712,open,small_green,Pharmacy
"18.44310900,-66.39830200",Farmacia Gonzalez 2,BETANCES 49,VEGA BAJA,PR,693,787-858-2275,open,small_green,Pharmacy
"18.44310900,-66.39830200",FARMACIA SAN MIGUEL,CALLE BETANCES #54,VEGA BAJA,PR,6934407,787-858-5267,open,small_green,Pharmacy
"18.44310900,-66.39830200",FARMACIA LA ASTURIANA,35 CALLE BETANCES,VEGA BAJA,PR,693,787-858-4215,open,small_green,Pharmacy
"18.44310900,-66.39830200",FARMACIA SAN FRANCISCO,4 CALLE E BETANCES,VEGA BAJA,PR,693,787-858-2784,open,small_green,Pharmacy
"18.44310900,-66.39830200",SUPER FARMACIA TRIPLE R INC,CARR 2 KM 40 2 PLAZA JARDINES STE 28,VEGA BAJA,PR,6934139,787-855-6033,open,small_green,Pharmacy
"18.44310900,-66.39830200",FARMACIA NATER,37 CALLE BETANCES,VEGA BAJA,PR,6934464,787-858-2280,open,small_green,Pharmacy
"18.44310900,-66.39830200",Farmacias Caridad,Centro Comercial Plaza Las Vegas,VEGA BAJA,PR,693,787-858-5008,open,small_green,Pharmacy
"18.44310900,-66.39830200","Nuestra Farmacia Y Colmado Alturas, INC.",Calle A Esquina Calle C Bloque A-5 Urb. Alturas,VEGA BAJA,PR,693,787-855-3713,open,small_green,Pharmacy
"18.44310900,-66.39830200",FARMACIA GLAMAR,457 AVE FELISA RINCON URB SAN DEMETRIO,VEGA BAJA,PR,693,787-858-0052,open,small_green,Pharmacy
"18.44310900,-66.39830200",FARMACIA EL ROSARIO,Calle C-L-25 Urb. El Rosario II,VEGA BAJA,PR,693,787-807-6057,open,small_green,Pharmacy
"18.44310900,-66.39830200",WALGREENS #7710,CALLE PUBLICAAND PR 2,VEGA BAJA,PR,693,787-855-3044,open,small_green,Pharmacy
"18.44310900,-66.39830200",Farmacia Bienestar,Carretera #2 km 42.5 Bo. Algarrobo STE 101,VEGA BAJA,PR,693,787-855-2300,open,small_green,Pharmacy
"18.44310900,-66.39830200","Farmacia Jardines, Inc",11 Ave Guarico Bo Algarrobo,Vega Baja,PR,6934037,787-807-7979,open,small_green,Pharmacy
"18.44310900,-66.39830200",CVS Pharmacy #02869,3950 Carr 2,Vega Baja,PR,6934137,787-807-1106,open,small_green,Pharmacy
"18.44310900,-66.39830200",Farmacia Monarca,carr 160 km 4.4 Bo. Almirante Norte,Vega Baja,PR,693,787-369-6868,not participating,measle_white,Pharmacy
"18.44310900,-66.39830200",HIS Pharmacy,Edificio Pugnado Carr. 137 Km 7.2 Local 2 Bo. Pugnado,Vega Baja,PR,6930000,787-965-7999,open,small_green,Pharmacy
"18.15067300,-65.44270400",FARMACIA REY #20,CALLE BENITEZ GUZMAN # 52,VIEQUES,PR,7653031,787-741-8397,open,small_green,Pharmacy
"18.12051900,-66.49660700",FARMACIA SAN ANTONIO,Bo. TIERRA SANTA Carr. 149 Km 57.3,VILLALBA,PR,766,787-847-1096,open,small_green,Pharmacy
"18.11475900,-66.50474600",FARMACIA VILLALBA,CARR 149 KM 56.7 Sector Tierra Santa,VILLALBA,PR,766,787-847-8600,open,small_green,Pharmacy
"18.12613300,-66.49303000",LA NUEVA FARMACIA GONZALEZ,31 CALLE MUNOZ RIVERA,VILLALBA,PR,7662215,787-847-3045,not participating,measle_white,Pharmacy
"18.12694100,-66.49254200",FARMACIA DEL CARMEN,CALLE MUNOZ RIVERA 41,VILLALBA,PR,7662218,787-847-1412,open,small_green,Pharmacy
"18.12694100,-66.49254200",CENTRO SAN CRISTOBAL VILLALBA,CALLE MUNOZ RIVERA 40,VILLALBA,PR,766,787-847-3000,open,small_green,Pharmacy
"18.13254800,-66.47639500",FARMACIA LA VEGA,CARR 151 KM 0.4 CALLE PRINCIPAL URB. LA VEGA 425-II,VILLALBA,PR,766,787-847-5309,not participating,measle_white,Pharmacy
"18.11475900,-66.50474600",Grafed Pharmacy Solutions,Carr 149 Km 57.4  Bo Tierrra Santa,Villalba,PR,766,787-847-9393,open,small_green,Pharmacy
"18.04552200,-65.88698800",FARMACIA NUEVA,CRISTOBAL COLON ST #37,YABUCOA,PR,767,787-893-2440,open,small_green,Pharmacy
"18.04936600,-65.87910500",FARMACIA LOS ANGELES INC,Calle Cristobal Colon #18,Yabucoa,PR,7670398,787-893-2222,not participating,measle_white,Pharmacy
"18.04936600,-65.87910500",FARMACIA LA RAMPLA,CALLE CRISTOBAL Colon 52,YABUCOA,PR,7671911,787-893-3590,open,small_green,Pharmacy
"18.04552200,-65.88698800",FARMACIA FELICIANO,URBANIZACION JARDINES DE YABUCOA CALLE 1 A8,YABUCOA,PR,7670490,787-893-6709,open,small_green,Pharmacy
"18.04936600,-65.87910500",Farmacia Feliciano 1,CALLE CRISTOBAL COLON SUITE 5,YABUCOA,PR,767,787-893-2280,open,small_green,Pharmacy
"18.04552200,-65.88698800",FARMACIA WILMET,CRISTOBAL COLON # 3,YABUCOA,PR,7673325,787-893-1210,not participating,measle_white,Pharmacy
"18.04625600,-65.87585400",CIMA DRUG PHARMACY INC,CALLE SATURNINO RODRIGUEZ 30,YABUCOA,PR,767,787-893-4455,open,small_green,Pharmacy
"18.03691500,-65.90304800",WALGREENS #929,PR 3 AND PR 901,YABUCOA,PR,767,787-893-4410,open,small_green,Pharmacy
"18.02579500,-66.86179900",FARMACIA VICARIO INC,CALLE MATTEI LLUBERAS 44,YAUCO,PR,6983635,787-856-1044,not participating,measle_white,Pharmacy
"18.03676800,-66.84973800",FARMACIA MENAY INC,CALLE BALDORIOTY 16,YAUCO,PR,6983652,787-856-1111,open,small_green,Pharmacy
"18.06104000,-66.86116400",FARMACIA LA CONCEPCION,COMERCIO 9,YAUCO,PR,698,787-856-0233,open,small_green,Pharmacy
"18.06104000,-66.86116400","FK GROUP, INC.",31  PROLONGACION CALLE 25 DE JULIO,YAUCO,PR,698,787-856-1175,open,small_green,Pharmacy
"18.06104000,-66.86116400",FARMACIA LEMAR,CENTRO COMERCIAL LA QUINTA 25 DE JULIO STREET,YAUCO,PR,698,787-856-1922,not participating,measle_white,Pharmacy
"18.06104000,-66.86116400",FARMACIA BARINAS,CARR. 335 KM 1.5 BO. BARINAS,YAUCO,PR,6982712,787-856-4966,not participating,measle_white,Pharmacy
"18.06104000,-66.86116400",FARMACIA LA AURORA,BO DIEGO HERNANDEZ CARR 128 KM 3.3,YAUCO,PR,698,787-856-0023,open,small_green,Pharmacy
"18.06104000,-66.86116400",WALGREENS,RD 2 AND MAIN ST,YAUCO,PR,698,787-267-5727,closed,small_red,Pharmacy
"18.06104000,-66.86116400",KMART PHARMACY7752,"Centro Comercial Yauco Plaza II, Carr. 128",YAUCO,PR,698,787-267-6611,not participating,measle_white,Pharmacy
"18.06104000,-66.86116400",FARMACIA LA FE REFORMADA,CARR 371 KM 1 7 BO ALMACIGO BAJO,YAUCO,PR,698,787-267-2007,not participating,measle_white,Pharmacy
"18.06104000,-66.86116400",Farmacia International Drug,CARR 128 KM 1.0,YAUCO,PR,698,787-267-5424,not participating,measle_white,Pharmacy
"18.02579500,-66.86179900",PUERTO RICO PHARMACY CARE INC,CALLE 65 INFANTERIA A 1,YAUCO,PR,698,787-267-5817,not participating,measle_white,Pharmacy
"18.06104000,-66.86116400",Farmacia Imperial,carr. 128 km 2.2 local #110 Yauco Gallery,Yauco,PR,698,787-267-7780,not participating,measle_white,Pharmacy
"18.02579500,-66.86179900",Farmacia Santa Rita De casia,Calle Munoz Rivera #47,Yauco,PR,698,787-992-7131,not participating,measle_white,Pharmacy
"18.06104000,-66.86116400",FARMACIA SAN PEDRO,CARR 121 KM 13.3 SECTOR CUATRO CALLES BO. SUSUA BAJA,YAUCO,PR,698,787-923-7178,open,small_green,Pharmacy
